,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,new_addition
533,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2024-02-08 00:07:24.000000,2023-12-15 22:50:38,766.0,1.0,357.0,92.0,547.0,83.0,92.0,2739.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,21,True,2019-05-09 10:06:22,1.0.0,1.0,tensorflow-graphics,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-graphics,12200.0,12200.0,,,,,,,,3.0,,,,,,,,,,,,,
534,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2023-11-23 02:40:40.000000,2023-06-01 12:18:23,739.0,,307.0,43.0,43.0,83.0,56.0,2101.0,A modular active learning framework for Python.,20.0,21,True,,,13.0,modAL,,,,['sklearn'],,,https://pypi.org/project/modAL,266199.0,266199.0,,,,,,,,3.0,29.0,,,,,,,,,,,,
535,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-06-20 17:42:42.000000,2023-06-20 17:42:34,12566.0,,84.0,41.0,47.0,12.0,75.0,2071.0,The friendly PIL fork.,385.0,21,True,,,,pillow-simd,,,,,,,https://pypi.org/project/pillow-simd,45280.0,45280.0,,,,,,,,3.0,,,,,,,,,,,,,
536,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941.0,,196.0,30.0,423.0,7.0,163.0,1646.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,False,2022-01-20 18:07:32,0.5.5,3.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,89.0,89.0,,,,,,,,3.0,,,,,,,,,,,,,
537,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2024-01-31 00:08:40.000000,2024-01-06 08:35:06,342.0,2.0,254.0,40.0,253.0,51.0,193.0,1416.0,A framework for Privacy Preserving Machine Learning.,33.0,21,True,2020-04-21 13:59:37,0.1,1.0,crypten,,,,['pytorch'],33.0,33.0,https://pypi.org/project/crypten,308.0,308.0,,,,,,,,3.0,,,,,,,,,,,,,
538,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2024-02-07 11:53:44.000000,2023-12-09 21:53:10,773.0,4.0,173.0,18.0,259.0,64.0,94.0,1234.0,Generate Diverse Counterfactual Explanations for any machine learning model.,19.0,21,True,2023-10-26 11:36:48,0.11,12.0,dice-ml,,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/dice-ml,57433.0,57433.0,,,,,,,,3.0,,,,,,,,,,,,,
539,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2023-10-17 15:42:35.000000,2023-10-17 15:42:30,833.0,,307.0,51.0,791.0,5.0,300.0,1198.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,21,True,2023-03-03 07:44:13,3.1.34,76.0,sockeye,,,,['pytorch'],,,https://pypi.org/project/sockeye,617.0,617.0,,,,,,,,3.0,17.0,,,,,,,,,,,,
540,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2023-11-04 08:38:31.000000,2023-09-03 19:16:54,508.0,,169.0,32.0,86.0,15.0,32.0,1196.0,"A program for financial portfolio management, analysis and optimisation.",7.0,21,True,,,14.0,FinQuant,,,,,88.0,88.0,https://pypi.org/project/FinQuant,516.0,516.0,,,,,,,,3.0,,,,,,,,,,,,,
541,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,,249.0,48.0,46.0,26.0,127.0,1043.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,True,2020-10-12 06:56:40,0.7.6,2.0,aocr,,,,['tensorflow'],28.0,28.0,https://pypi.org/project/aocr,217.0,217.0,,,,,,,,3.0,,,,,,,,,,,,,
542,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2024-01-21 21:15:50.000000,2023-08-18 11:01:23,442.0,,210.0,54.0,86.0,63.0,206.0,1015.0,Line based ATR Engine based on OCRopy.,20.0,21,True,2023-08-18 11:26:46,1.0.6,35.0,calamari_ocr,,,,,,,https://pypi.org/project/calamari_ocr,2019.0,2019.0,,,,,,,,3.0,,,,,,,,,,,,,
543,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2024-02-02 10:10:24.000000,2024-02-02 10:10:23,729.0,2.0,139.0,16.0,102.0,30.0,232.0,922.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,45.0,21,True,2023-10-06 08:51:23,0.6.18,28.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],,,https://pypi.org/project/torch-sparse,21577.0,27210.0,https://anaconda.org/conda-forge/pytorch_sparse,2024-01-09 03:56:17.077,247858.0,,,,,3.0,,,,,,,,,,,,,
544,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2023-10-07 18:05:54.000000,2022-12-07 13:45:45,1234.0,,135.0,25.0,594.0,62.0,511.0,838.0,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",41.0,21,False,2022-02-10 15:53:08,0.12.0,41.0,icevision,,,,,,,https://pypi.org/project/icevision,3583.0,3583.0,,,,,,,,3.0,,,,,,,,,,,,,
545,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2024-01-27 00:16:56.000000,2024-01-27 00:08:50,463.0,2.0,73.0,26.0,162.0,40.0,62.0,753.0,,26.0,21,False,2023-11-06 22:17:30,1.8.0,9.0,objax,,,,['jax'],47.0,47.0,https://pypi.org/project/objax,564.0,564.0,,,,,,,,3.0,,,,,,,,,,,,,
546,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2024-01-14 17:42:25.000000,2024-01-08 12:42:48,1503.0,1.0,79.0,35.0,648.0,22.0,118.0,696.0,Scikit-learn style model finetuning for NLP.,23.0,21,True,2019-01-18 20:10:51,0.5.14,15.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,11.0,https://pypi.org/project/finetune,155.0,155.0,,,,,,,,3.0,,,,,,,,,,,,,
547,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-01-23 13:21:05.000000,2024-01-15 01:52:35,490.0,4.0,102.0,31.0,557.0,191.0,245.0,651.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,21,True,2024-01-15 02:09:18,23.12.00,9.0,merlin-core,,,,,,,https://pypi.org/project/merlin-core,4331.0,4331.0,,,,,,,,3.0,,,,,,,,,,,,,
548,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2024-02-08 11:24:43.000000,2024-02-08 11:24:40,887.0,26.0,103.0,43.0,90.0,43.0,32.0,611.0,Bias Auditing & Fair ML Toolkit.,20.0,21,True,,,,aequitas,,,,,148.0,148.0,https://pypi.org/project/aequitas,4063.0,4063.0,,,,,,,,3.0,,,,,,,,,,,,,
549,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,58.0,19.0,216.0,15.0,301.0,595.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29,0.8.1,27.0,neuraxle,,,,,60.0,60.0,https://pypi.org/project/neuraxle,283.0,283.0,,,,,,,,3.0,,,,,,,,,,,,,
550,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2023-11-17 16:30:15.000000,2021-11-18 21:06:54,172.0,,46.0,10.0,9.0,11.0,21.0,482.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,21,False,2023-11-17 16:33:58,0.6.1,2.0,apricot-select,,,,,93.0,93.0,https://pypi.org/project/apricot-select,4482.0,4482.0,,,,,,,,3.0,27.0,,,,,,,,,,,,
551,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/SimonBlanke/Hyperactive,https://github.com/SimonBlanke/Hyperactive,MIT,2018-11-01 08:53:30.000,2023-12-15 16:29:56.000000,2023-12-15 16:28:41,2274.0,1.0,41.0,12.0,11.0,8.0,52.0,481.0,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,7.0,21,True,2023-11-01 10:40:28,4.6.0,29.0,hyperactive,,,,,26.0,26.0,https://pypi.org/project/hyperactive,2847.0,2849.0,,,,,,,,3.0,130.0,,,,,,,,,,,,
552,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2024-02-04 00:13:12.000000,2023-07-18 10:24:07,542.0,,34.0,14.0,223.0,13.0,40.0,478.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,21,True,2023-07-18 10:06:08,1.4.6,34.0,popmon,,,,"['pandas', 'spark']",20.0,20.0,https://pypi.org/project/popmon,13211.0,13214.0,,,,,,,,3.0,138.0,,,,,,,,,,,,
553,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,,2021-03-18 15:04:58.000,2024-02-08 16:58:31.000000,2024-01-25 15:17:04,1697.0,68.0,65.0,6.0,202.0,44.0,78.0,463.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,19.0,21,True,2023-12-05 11:42:07,0.5.3,25.0,quantus,,,,,22.0,22.0,https://pypi.org/project/quantus,514.0,520.0,,,,,,,,3.0,149.0,,,,,,,,,,,,
554,lightwood,mindsdb/lightwood,hyperopt,,https://github.com/mindsdb/lightwood,https://github.com/mindsdb/lightwood,GPL-3.0,2019-05-20 21:31:14.000,2024-01-23 19:59:46.000000,2024-01-23 19:52:41,5593.0,14.0,89.0,15.0,740.0,17.0,435.0,394.0,Lightwood is Legos for Machine Learning.,44.0,21,True,2024-01-10 21:22:19,23.12.4.0,31.0,lightwood,,,,['pytorch'],,,https://pypi.org/project/lightwood,5020.0,5020.0,,,,,,,,3.0,,,,,,,,,,,,,
555,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2023-09-06 17:29:29.000000,2023-09-06 17:29:29,2412.0,,50.0,24.0,231.0,57.0,195.0,378.0,Studio: Simplify and expedite model building process.,24.0,21,True,2020-02-19 22:50:45,0.0.15,4.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,495.0,495.0,,,,,,,,3.0,,,,,,,,,,,,,
556,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2024-02-01 02:10:42.000000,2024-02-01 02:10:41,658.0,8.0,60.0,30.0,443.0,11.0,91.0,366.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,15.0,21,True,2023-07-18 13:09:18,4.0.0,28.0,vega,conda-forge/vega,,,['jupyter'],4.0,4.0,https://pypi.org/project/vega,30486.0,36736.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,575002.0,,,,,3.0,,,,,,,,,,,,,
557,tf-keras-vis,keisen/tf-keras-vis,interpretability,,https://github.com/keisen/tf-keras-vis,https://github.com/keisen/tf-keras-vis,MIT,2019-10-31 06:47:41.000,2023-10-08 08:48:25.000000,2023-10-08 08:48:52,384.0,,44.0,8.0,28.0,31.0,43.0,298.0,Neural network visualization toolkit for tf.keras.,3.0,21,True,2023-10-06 16:18:14,0.8.6,29.0,tf-keras-vis,,,,['tensorflow'],120.0,120.0,https://pypi.org/project/tf-keras-vis,3318.0,3318.0,,,,,,,,3.0,,,,,,,,,,,,,
558,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2024-02-08 05:27:54.000000,2024-02-08 05:27:42,696.0,54.0,22.0,4.0,264.0,,,275.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,11.0,21,True,2023-09-08 15:06:42,1.1.186,81.0,upgini,,,,,5.0,5.0,https://pypi.org/project/upgini,7208.0,7208.0,,,,,,,,3.0,,,,,,,,,,,,,
559,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2024-02-08 03:54:26.000000,2024-02-08 03:54:25,415.0,15.0,103.0,19.0,421.0,57.0,97.0,252.0,An open-source toolkit for large-scale genomic analysis.,25.0,21,True,2022-04-21 00:32:28,1.2.1,15.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,47549.0,47655.0,https://anaconda.org/conda-forge/glow,2023-06-16 19:24:57.965,3825.0,,,,,3.0,,,,,,,,,,,,,
560,Machine-Learning-Tutorials,ujjwalkarn/Machine-Learning-Tutorials,data-science,,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,CC0-1.0,2015-09-12 14:51:38.000,2024-02-04 14:41:06.000000,2021-10-04 07:54:52,308.0,,3146.0,798.0,83.0,9.0,3.0,14551.0,"machine learning and deep learning tutorials, articles and other resources.",34.0,20,False,,,,,,,,,20.0,20.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
561,nebuly,nebuly-ai/nebuly,nlp,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-10-28 10:19:07.000000,2023-10-28 10:19:07,763.0,,646.0,95.0,150.0,98.0,103.0,8341.0,The user analytics platform for LLMs.,40.0,20,True,,,24.0,nebuly,,,,,,,https://pypi.org/project/nebuly,276.0,276.0,,,,,,,,3.0,,,,,,,,,,,,,
562,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2024-01-31 10:41:02.000000,2023-01-15 11:37:16,279.0,,868.0,112.0,96.0,122.0,349.0,4540.0,Backtest trading strategies in Python.,19.0,20,False,,,,backtesting,,,,,,,https://pypi.org/project/backtesting,12408.0,12408.0,,,,,,,,3.0,,,,,,,,,,,,,
563,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2023-10-06 13:06:28.000000,2023-08-15 07:38:22,956.0,,527.0,167.0,45.0,26.0,28.0,4189.0,High-performance TensorFlow library for quantitative finance.,47.0,20,True,,,4.0,tf-quant-finance,,,,['tensorflow'],,,https://pypi.org/project/tf-quant-finance,687.0,687.0,,,,,,,,3.0,,,,,,,,,,,,,
564,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,322.0,102.0,1000.0,87.0,260.0,2824.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51,3.5.0,28.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
565,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2023-08-26 21:36:44.000000,2023-08-26 20:55:56,106.0,,233.0,62.0,105.0,24.0,56.0,2094.0,"Codebase for Image Classification Research, written in PyTorch.",19.0,20,True,2021-05-21 00:29:47,0.2,2.0,pycls,,,,['pytorch'],17.0,17.0,https://pypi.org/project/pycls,1597.0,1597.0,,,,,,,,3.0,,,,,,,,,,,,,
566,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,175.0,55.0,895.0,129.0,586.0,1877.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",50.0,20,False,2021-08-16 15:40:43,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,19.0,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1019.0,,,,,3.0,,,,,,,,,,,,,
567,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2023-07-18 11:41:11.000000,2022-01-30 01:22:30,743.0,,191.0,38.0,111.0,49.0,42.0,1697.0,"Large-scale linear classification, regression and ranking in Python.",17.0,20,False,2022-01-30 01:10:13,0.6.2.post0,4.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],147.0,147.0,https://pypi.org/project/sklearn-contrib-lightning,1396.0,3651.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2023-06-16 13:18:02.734,204115.0,,,,,3.0,411.0,,,,,,,,,,,,
568,tnt,pytorch/tnt,pytorch-utils,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,,2016-12-10 11:49:58.000,2024-02-08 00:58:21.000000,2024-02-08 00:51:14,809.0,76.0,245.0,47.0,634.0,3.0,63.0,1599.0,A lightweight library for PyTorch training tools and utilities.,111.0,20,True,,,,torchtnt,,,,['pytorch'],,,https://pypi.org/project/torchtnt,5750.0,5750.0,,,,,,,,3.0,,,,,,,,,,,,,
569,jraph,deepmind/jraph,graph,,https://github.com/google-deepmind/jraph,https://github.com/google-deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2023-06-16 19:27:46.249000,2022-08-31 13:13:15,103.0,,81.0,40.0,14.0,8.0,27.0,1278.0,A Graph Neural Network Library in Jax.,17.0,20,False,2022-08-12 15:24:20,0.0.6.de0,5.0,jraph,conda-forge/jraph,,,['jax'],139.0,139.0,https://pypi.org/project/jraph,7146.0,7297.0,https://anaconda.org/conda-forge/jraph,2023-06-16 19:27:46.249,4247.0,,,,,3.0,,google-deepmind/jraph,,,,,,,,,,,
570,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2023-12-06 23:24:36.000000,2023-12-06 23:22:36,184.0,2.0,105.0,37.0,25.0,15.0,114.0,1162.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,20,True,2023-12-06 23:27:18,2.1.6,79.0,ngt,,,,,,,https://pypi.org/project/ngt,5413.0,5413.0,,,,,,,,3.0,,,,,,,,,,,,,
571,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,,215.0,66.0,29.0,26.0,12.0,1140.0,Anomaly Detection and Correlation library.,9.0,20,True,,,,luminol,,,,,77.0,77.0,https://pypi.org/project/luminol,8673.0,8673.0,,,,,,,,3.0,,,,,,,,,,,,,
572,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2023-12-13 18:40:36.000000,2023-12-13 18:40:36,436.0,7.0,186.0,61.0,7.0,13.0,29.0,1022.0,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",5.0,20,True,2020-08-29 18:48:20,2.5.0,11.0,alphapy,,,,,4.0,4.0,https://pypi.org/project/alphapy,284.0,284.0,,,,,,,,3.0,,,,,,,,,,,,,
573,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2024-01-14 08:39:28.000000,2020-04-17 02:27:44,79.0,,127.0,25.0,76.0,43.0,36.0,1002.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,20,False,2020-04-17 02:17:35,0.6.2,12.0,adtk,conda-forge/adtk,,,,,,https://pypi.org/project/adtk,248581.0,248746.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,7781.0,,,,,3.0,,,,,,,,,,,,,
574,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2023-09-04 22:14:55.000000,2023-09-04 22:14:55,303.0,,87.0,18.0,72.0,18.0,42.0,929.0,Audio processing by using pytorch 1D convolution network.,15.0,20,True,2020-11-08 10:18:26,0.2.0,2.0,nnAudio,,,,,156.0,156.0,https://pypi.org/project/nnAudio,4515.0,4515.0,,,,,,,,3.0,,,,,,,,,,,,,
575,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2024-02-01 21:39:11.000000,2024-02-01 21:38:56,330.0,1.0,159.0,29.0,109.0,66.0,56.0,871.0,Source code/webpage/demos for the What-If Tool.,20.0,20,True,2021-10-12 17:36:36,1.8.1,4.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,2.0,2.0,https://pypi.org/project/witwidget,2397.0,52061.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2126493.0,,,,,3.0,,,,wit-widget,https://www.npmjs.com/package/wit-widget,1335.0,,,,,,,
576,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2024-02-08 15:16:15.000000,2024-01-24 09:35:21,1149.0,35.0,123.0,30.0,969.0,15.0,50.0,753.0,Machine learning framework for both deep learning and traditional algorithms.,35.0,20,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,,,https://pypi.org/project/neoml,436.0,436.0,,,,,,,,3.0,,,,,,,,,,,,,
577,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2024-02-04 09:11:51.000000,2024-02-04 09:11:51,596.0,2.0,128.0,16.0,55.0,30.0,122.0,734.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,33.0,20,True,2023-10-12 06:54:28,1.6.3,32.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],,,https://pypi.org/project/torch-cluster,11253.0,13226.0,https://anaconda.org/conda-forge/pytorch_cluster,2023-12-29 00:14:59.843,88791.0,,,,,3.0,,,,,,,,,,,,,
