,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
644,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,88.0,15.0,248.0,8.0,23.0,441.0,A toolkit that streamlines and automates the generation of model cards.,22.0,17,False,,2023-04-03 17:58:08,2.0.0,9.0,,model-card-toolkit,,,,,,,https://pypi.org/project/model-card-toolkit,536.0,536.0,,,,,,,,3.0,38.0,,,,,,,,,,
645,puncc,deel-ai/puncc,ml-frameworks,,https://github.com/deel-ai/puncc,https://github.com/deel-ai/puncc,,2022-07-20 09:22:41.000,2025-12-05 09:58:32.000000,2025-12-05 08:58:07,212.0,18.0,3.0,41.0,4.0,26.0,359.0,Puncc is a python library for predictive uncertainty quantification using conformal prediction.,8.0,17,True,9.0,2024-11-05 15:59:18,0.8.0,6.0,,puncc,,,,,11.0,11.0,https://pypi.org/project/puncc,6593.0,6593.0,,,,,,,,3.0,,,,,,,,,,,
646,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2025-08-04 23:15:10.000000,2025-08-04 23:14:37,397.0,85.0,20.0,369.0,6.0,10.0,358.0,Tensorflows Fairness Evaluation and Visualization Toolkit.,39.0,17,True,,2025-06-25 20:45:58,0.48.0,26.0,,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,1335.0,1335.0,,,,,,,,3.0,,,,,,,,,,,
647,ivis,beringresearch/ivis,ml-frameworks,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2025-11-10 01:13:49.000000,2025-11-10 01:12:41,585.0,45.0,11.0,64.0,4.0,57.0,338.0,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,17,True,1.0,2024-06-13 05:13:09,2.10,36.0,,ivis,,,,,38.0,38.0,https://pypi.org/project/ivis,1053.0,1053.0,,,,,,,,3.0,,,,,,,,,,,
648,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,,2021-06-03 12:39:38.000,2025-04-04 22:31:41.000000,2025-04-04 22:31:41,529.0,65.0,13.0,96.0,24.0,41.0,338.0,Represent trained machine learning models as Pyomo optimization formulations.,21.0,17,True,,,,,,omlt,,,,,31.0,31.0,https://pypi.org/project/omlt,25747.0,25747.0,,,,,,,,3.0,,,,,,,,,,,
649,bluefog,Bluefog-Lib/bluefog,distributed-ml,,https://github.com/Bluefog-Lib/bluefog,https://github.com/Bluefog-Lib/bluefog,Apache-2.0,2019-12-03 05:27:21.000,2024-07-25 10:59:34.000000,2023-03-28 03:38:13,1094.0,50.0,21.0,59.0,27.0,32.0,255.0,Distributed and decentralized training framework for PyTorch over graph.,9.0,17,False,,2021-05-15 01:38:40,0.3.0,6.0,,bluefog,,,,['pytorch'],5.0,5.0,https://pypi.org/project/bluefog,92.0,95.0,,,,,,,,3.0,212.0,,,,,,,,,,
650,chitra,gradsflow/chitra,ml-experiments,,https://github.com/aniketmaurya/chitra,https://github.com/aniketmaurya/chitra,Apache-2.0,2020-01-23 14:17:54.000,2025-10-06 21:53:09.000000,2025-06-07 11:27:48,373.0,34.0,5.0,138.0,,35.0,231.0,"A multi-functional library for full-stack Deep Learning. Simplifies Model Building, API development, and Model..",14.0,17,True,,2021-11-26 17:10:22,0.2.0,9.0,aniketmaurya/chitra,chitra,conda-forge/chitra,,,,,,https://pypi.org/project/chitra,200.0,325.0,https://anaconda.org/conda-forge/chitra,2025-04-22 14:58:08.672,5899.0,,,,,3.0,,,,,,,,,,,
651,modelkit,Cornerstone-OnDemand/modelkit,model-serialisation,,https://github.com/Cornerstone-OnDemand/modelkit,https://github.com/Cornerstone-OnDemand/modelkit,MIT,2021-05-14 12:10:51.000,2024-06-06 14:34:14.000000,2024-06-06 14:27:44,864.0,17.0,8.0,186.0,12.0,23.0,154.0,Toolkit for developing and maintaining ML models.,14.0,17,False,,2024-02-02 14:57:28,0.1.2,21.0,,modelkit,,,,,,,https://pypi.org/project/modelkit,10000.0,10000.0,,,,,,,,3.0,,,,,,,,,,,
652,kaggle-solutions,faridrashidi/kaggle-solutions,data-science,,https://github.com/faridrashidi/kaggle-solutions,https://github.com/faridrashidi/kaggle-solutions,MIT,2018-11-25 04:27:49.000,2025-12-06 02:27:11.000000,2025-12-06 02:27:08,218.0,2336.0,103.0,10.0,,8.0,6225.0,Collection of Kaggle Solutions and Ideas.,5.0,16,True,6.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
653,audio-webui,gitmylo/audio-webui,audio,,https://github.com/gitmylo/audio-webui,https://github.com/gitmylo/audio-webui,MIT,2023-05-05 14:48:50.000,2025-05-19 20:04:32.000000,2025-05-19 20:04:25,428.0,109.0,21.0,23.0,85.0,115.0,1217.0,A webui for different audio related Neural Networks.,10.0,16,True,,2023-06-23 22:11:55,Installers,1.0,,,,,,,,,,,406.0,,,,,,,,3.0,12188.0,,,,,,,,,,
654,AutoGL,THUMNLab/AutoGL,graph,,https://github.com/THUMNLab/AutoGL,https://github.com/THUMNLab/AutoGL,Apache-2.0,2020-11-30 14:26:22.000,2025-11-20 02:46:56.000000,2025-11-20 02:46:14,744.0,122.0,28.0,111.0,16.0,25.0,1131.0,An autoML framework & toolkit for machine learning on graphs.,17.0,16,True,1.0,2022-12-30 06:11:04,0.4.0,4.0,,auto-graph-learning,,,,['pytorch'],,,https://pypi.org/project/auto-graph-learning,,,,,,,,,,3.0,,,,,,,,,,,
655,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2025-04-22 14:58:11.525000,2024-06-27 07:26:43,298.0,109.0,24.0,52.0,15.0,17.0,926.0,EvoJAX: Hardware-accelerated Neuroevolution.,14.0,16,False,,,,20.0,,evojax,conda-forge/evojax,,,['jax'],,,https://pypi.org/project/evojax,2571.0,3561.0,https://anaconda.org/conda-forge/evojax,2025-04-22 14:58:11.525,45578.0,,,,,3.0,,,,,,,,,,,
656,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,hyperopt,,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000,2021-01-20 03:52:41.000000,2021-01-20 03:52:40,1096.0,97.0,23.0,101.0,32.0,84.0,707.0,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,4.0,16,False,,2019-08-06 09:09:45,3.0.0,16.0,,hyperparameter-hunter,,,,,,,https://pypi.org/project/hyperparameter-hunter,46.0,52.0,,,,,,,,3.0,563.0,,,,,,,,,,
657,typedb-ml,vaticle/typedb-ml,graph,,https://github.com/typedb/typedb-ml,https://github.com/typedb/typedb-ml,Apache-2.0,2018-09-16 16:46:48.000,2023-11-18 17:08:08.000000,2023-11-18 17:08:08,508.0,89.0,33.0,106.0,12.0,51.0,552.0,TypeDB-ML is the Machine Learning integrations library for TypeDB.,13.0,16,False,,2022-07-29 11:37:34,0.3.0,8.0,typedb/typedb-ml,typedb-ml,,,,,,,https://pypi.org/project/typedb-ml,46.0,49.0,,,,,,,,3.0,257.0,,,,,,,,,,
658,DeepGraph,deepgraph/deepgraph,graph,,https://github.com/deepgraph/deepgraph,https://github.com/deepgraph/deepgraph,,2015-10-27 12:28:45.000,2025-11-09 00:27:39.440000,2025-11-09 00:10:35,291.0,45.0,17.0,6.0,8.0,10.0,323.0,Analyze Data with Pandas-based Networks. Documentation:.,3.0,16,True,1.0,2025-07-01 21:49:25,1.2.0,16.0,,deepgraph,conda-forge/deepgraph,,,['pandas'],,,https://pypi.org/project/deepgraph,4897.0,10847.0,https://anaconda.org/conda-forge/deepgraph,2025-11-09 00:27:39.440,368923.0,,,,,3.0,,,,,,,,,,,
659,Maze,enlite-ai/maze,reinforcement-learning,,https://github.com/enlite-ai/maze,https://github.com/enlite-ai/maze,Custom,2021-02-11 08:26:37.000,2025-11-24 07:52:38.000000,2025-11-21 09:59:34,1218.0,12.0,6.0,28.0,1.0,2.0,285.0,Maze Applied Reinforcement Learning Framework.,3.0,16,True,12.0,2025-11-21 10:32:48,0.2.2,11.0,,maze-rl,,enliteai/maze,,['pytorch'],,,https://pypi.org/project/maze-rl,219.0,227.0,,,,https://hub.docker.com/r/enliteai/maze,2025-11-21 11:11:16.871310,,475.0,3.0,12.0,,,,,,,,,,
660,Awesome-LLMOps,tensorchord/Awesome-LLMOps,data-science,,https://github.com/tensorchord/Awesome-LLMOps,https://github.com/tensorchord/Awesome-LLMOps,CC0-1.0,2022-04-15 01:56:44.000,2025-11-10 02:48:31.000000,2025-11-10 02:48:31,187.0,508.0,89.0,207.0,2.0,7.0,5482.0,An awesome & curated list of best LLMOps tools for developers.,110.0,15,True,6.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
661,awesome-python-data-science,krzjoa/awesome-python-data-science,data-science,,https://github.com/krzjoa/awesome-python-data-science,https://github.com/krzjoa/awesome-python-data-science,CC-BY-4.0,2017-12-21 10:17:53.000,2025-12-03 15:12:04.000000,2025-12-03 15:12:04,490.0,384.0,61.0,67.0,,7.0,3258.0,Probably the best curated list of data science software in Python.,34.0,15,True,2.0,,,,,,,,,,8.0,8.0,,,,,,,,,,,3.0,,,,,,,,,,,
662,GraphVite,DeepGraphLearning/graphvite,graph,,https://github.com/DeepGraphLearning/graphvite,https://github.com/DeepGraphLearning/graphvite,Apache-2.0,2019-07-16 15:48:20.000,2025-03-25 16:27:49.968000,2024-06-14 21:18:09,16.0,156.0,28.0,,55.0,60.0,1265.0,GraphVite: A General and High-performance Graph Embedding System.,,15,False,,,,4.0,,,milagraph/graphvite,,,,,,,,70.0,https://anaconda.org/milagraph/graphvite,2025-03-25 16:27:49.968,5324.0,,,,,3.0,,,,,,,,,,,
663,Fiber,uber/fiber,distributed-ml,,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000,2023-03-19 22:55:22.000000,2021-03-15 07:00:08,66.0,109.0,16.0,37.0,19.0,8.0,1047.0,Distributed Computing for AI Made Simple.,5.0,15,False,,,,,,fiber,,,,,96.0,96.0,https://pypi.org/project/fiber,330.0,330.0,,,,,,,,3.0,,,,,,,,,,,
664,Anchor,marcotcr/anchor,interpretability,,https://github.com/marcotcr/anchor,https://github.com/marcotcr/anchor,BSD-2-Clause,2018-02-02 23:38:50.000,2022-07-19 18:09:12.000000,2022-07-19 18:08:39,47.0,111.0,27.0,10.0,26.0,51.0,812.0,Code for High-Precision Model-Agnostic Explanations paper.,10.0,15,False,,,,,,anchor_exp,,,,,,,https://pypi.org/project/anchor_exp,2253.0,2253.0,,,,,,,,3.0,,,,,,,,,,,
665,FlashTorch,MisaOgura/flashtorch,interpretability,,https://github.com/MisaOgura/flashtorch,https://github.com/MisaOgura/flashtorch,MIT,2019-03-22 13:00:57.000,2023-09-21 07:22:50.000000,2023-09-21 07:22:50,127.0,86.0,14.0,15.0,10.0,22.0,743.0,Visualization toolkit for neural networks in PyTorch! Demo --.,2.0,15,False,,2020-05-29 14:39:38,0.1.3,5.0,,flashtorch,,,,['pytorch'],23.0,23.0,https://pypi.org/project/flashtorch,145.0,145.0,,,,,,,,3.0,,,,,,,,,,,
666,KD-Lib,SforAiDl/KD_Lib,pytorch-utils,,https://github.com/SforAiDl/KD_Lib,https://github.com/SforAiDl/KD_Lib,MIT,2020-05-10 13:08:42.000,2023-03-01 21:06:37.000000,2023-03-01 21:03:09,298.0,60.0,13.0,83.0,14.0,49.0,650.0,A Pytorch Knowledge Distillation library for benchmarking and extending works in the domains of Knowledge..,6.0,15,False,,2022-05-18 08:34:00,0.0.32,3.0,,KD-Lib,,,,['pytorch'],,,https://pypi.org/project/KD-Lib,111.0,111.0,,,,,,,,3.0,,,,,,,,,,,
667,nnDetection,MIC-DKFZ/nnDetection,medical-data,,https://github.com/MIC-DKFZ/nnDetection,https://github.com/MIC-DKFZ/nnDetection,Apache-2.0,2021-05-17 10:00:25.000,2025-10-27 17:42:31.000000,2025-10-27 17:42:26,216.0,118.0,17.0,20.0,25.0,295.0,617.0,nnDetection is a self-configuring framework for 3D (volumetric) medical object detection which can be applied to new..,12.0,15,True,4.0,2023-05-05 08:46:53,0.1-alpha-zenodo,2.0,,,,,,['pytorch'],,,,,,,,,,,,,3.0,,,,,,,,,,,
668,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2024-04-15 06:19:14.000000,2024-04-15 06:19:14,282.0,81.0,10.0,130.0,15.0,138.0,496.0,A Python library for dynamic classifier and ensemble selection.,17.0,15,False,,,,,,deslib,,,,['sklearn'],,,https://pypi.org/project/deslib,4289.0,4289.0,,,,,,,,3.0,,,,,,,,,,,
669,VizSeq,facebookresearch/vizseq,nlp,,https://github.com/facebookresearch/vizseq,https://github.com/facebookresearch/vizseq,MIT,2019-08-26 13:19:38.000,2025-11-18 16:05:11.000000,2025-11-18 16:03:52,88.0,57.0,13.0,77.0,7.0,9.0,448.0,"An Analysis Toolkit for Natural Language Generation (Translation, Captioning, Summarization, etc.).",4.0,15,True,1.0,,,,,vizseq,,,,,13.0,13.0,https://pypi.org/project/vizseq,1500.0,1500.0,,,,,,,,3.0,,,,,,,,,,,
670,ExplainX.ai,explainX/explainx,interpretability,,https://github.com/explainX/explainx,https://github.com/explainX/explainx,MIT,2020-06-16 14:27:15.000,2024-08-21 16:55:05.000000,2024-08-21 16:55:05,192.0,56.0,9.0,17.0,2.0,29.0,443.0,Explainable AI framework for data scientists. Explain & debug any blackbox machine learning model with a single line..,5.0,15,False,,2021-02-07 11:06:21,2.407,21.0,,explainx,,,,,,,https://pypi.org/project/explainx,353.0,353.0,,,,,,,,3.0,20.0,,,,,,,,,,
671,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2025-06-23 06:29:44.000000,2025-06-23 06:29:41,1060.0,29.0,8.0,121.0,27.0,150.0,343.0,Open source production model management tool for data scientists.,6.0,15,True,,,,,,datmo,,,,,7.0,7.0,https://pypi.org/project/datmo,56.0,56.0,,,,,,,,3.0,,,,,,,,,,,
672,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2025-06-25 13:00:28.000,2025-06-26 14:09:37.000000,2024-08-07 03:17:23,2667.0,7.0,,,12.0,1.0,46.0,"400+ AI Models: Rich, high-quality AI models, including CV, NLP, Speech, Video and Cross-Modal. Easy to Use: 3 lines..",70.0,15,False,,2025-06-27 12:42:17,0.5.0,29.0,,paddlehub,,,,['paddle'],,,https://pypi.org/project/paddlehub,6750.0,6750.0,,,,,,,,3.0,,,,,,,,,,,
673,datascience,r0f1/datascience,data-science,,https://github.com/r0f1/datascience,https://github.com/r0f1/datascience,CC0-1.0,2018-11-22 09:21:49.000,2025-12-08 17:32:31.000000,2025-12-08 17:32:31,864.0,675.0,139.0,46.0,,2.0,4539.0,Curated list of Python resources for data science.,18.0,14,True,19.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
674,Data-science,khuyentran1401/Data-science,data-science,,https://github.com/CodeCutTech/Data-science,https://github.com/CodeCutTech/Data-science,,2020-07-17 19:25:27.000,2025-12-02 21:42:02.000000,2025-12-02 21:41:44,918.0,1006.0,129.0,35.0,4.0,4.0,4161.0,"Collection of useful data science topics along with articles, videos, and code.",8.0,14,True,17.0,,,,CodeCutTech/Data-science,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
675,GraphEmbedding,shenweichen/GraphEmbedding,graph,,https://github.com/shenweichen/GraphEmbedding,https://github.com/shenweichen/GraphEmbedding,MIT,2019-02-11 16:27:20.000,2024-03-14 09:28:18.000000,2022-06-21 18:24:09,30.0,990.0,60.0,13.0,40.0,26.0,3833.0,Implementation and experiments of graph embedding algorithms.,9.0,14,False,,,,,,,,,,['sklearn'],,,,,,,,,,,,,3.0,,,,,,,,,,,
676,ml-ane-transformers,apple/ml-ane-transformers,model-serialisation,,https://github.com/apple/ml-ane-transformers,https://github.com/apple/ml-ane-transformers,,2022-06-03 16:36:06.000,2023-04-25 09:24:38.000000,2022-08-09 04:03:14,5.0,91.0,46.0,4.0,,,2668.0,Reference implementation of the Transformer architecture optimized for Apple Neural Engine (ANE).,,14,False,,2022-08-09 04:22:55,0.1.3,3.0,,ane-transformers,,,,['pytorch'],,,https://pypi.org/project/ane-transformers,2571.0,2573.0,,,,,,,,3.0,90.0,,,,,,,,,,
677,MedicalNet,Tencent/MedicalNet,medical-data,,https://github.com/Tencent/MedicalNet,https://github.com/Tencent/MedicalNet,MIT,2019-07-17 09:53:10.000,2025-11-27 06:45:26.000000,2025-11-27 06:45:26,29.0,443.0,59.0,7.0,69.0,17.0,2136.0,Many studies have shown that the performance on deep learning is significantly affected by volume of training data...,,14,True,3.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
678,OpenNE,thunlp/OpenNE,graph,,https://github.com/thunlp/OpenNE,https://github.com/thunlp/OpenNE,MIT,2017-10-08 04:58:20.000,2024-01-10 11:53:25.000000,2024-01-10 11:53:25,104.0,479.0,63.0,26.0,5.0,96.0,1704.0,An Open-Source Package for Network Embedding (NE).,12.0,14,False,,,,,,,,,,['tensorflow'],,,,,,,,,,,,,3.0,,,,,,,,,,,
679,awesome-agents,kyrolabs/awesome-agents,data-science,,https://github.com/kyrolabs/awesome-agents,https://github.com/kyrolabs/awesome-agents,,2023-07-02 11:12:36.000,2025-12-05 02:22:45.000000,2025-12-05 02:22:45,81.0,181.0,24.0,50.0,1.0,12.0,1528.0,Awesome list of AI Agents.,29.0,14,True,15.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
680,rliable,google-research/rliable,reinforcement-learning,,https://github.com/google-research/rliable,https://github.com/google-research/rliable,Apache-2.0,2021-08-20 00:41:06.000,2024-08-12 20:48:27.000000,2024-08-12 20:48:27,72.0,48.0,9.0,11.0,5.0,17.0,858.0,"[NeurIPS21 Outstanding Paper] Library for reliable evaluation on RL and ML benchmarks, even with only a handful of..",9.0,14,False,,,,,,rliable,,,,,,,https://pypi.org/project/rliable,8654.0,8654.0,,,,,,,,3.0,,,,,,,,,,,
681,NeuralCompression,facebookresearch/NeuralCompression,image,,https://github.com/facebookresearch/NeuralCompression,https://github.com/facebookresearch/NeuralCompression,MIT,2021-07-09 15:14:13.000,2024-09-20 14:21:23.000000,2024-09-20 14:21:18,142.0,52.0,17.0,171.0,8.0,66.0,586.0,A collection of tools for neural compression enthusiasts.,10.0,14,False,,2023-10-03 14:25:36,0.3.1,6.0,,neuralcompression,,,,,,,https://pypi.org/project/neuralcompression,119.0,119.0,,,,,,,,3.0,,,,,,,,,,,
682,interpret-text,interpretml/interpret-text,interpretability,,https://github.com/interpretml/interpret-text,https://github.com/interpretml/interpret-text,MIT,2019-09-04 16:39:48.000,2024-02-05 16:37:11.000000,2024-02-05 16:37:10,152.0,68.0,15.0,177.0,42.0,16.0,430.0,A library that incorporates state-of-the-art explainers for text-based machine learning models and visualizes the..,18.0,14,False,,2021-12-07 15:12:02,0.1.3,3.0,,interpret-text,,,,['jupyter'],,,https://pypi.org/project/interpret-text,25.0,25.0,,,,,,,,3.0,,,,,,,,,,,
683,OpenRec,ylongqi/openrec,recommender-systems,,https://github.com/ylongqi/openrec,https://github.com/ylongqi/openrec,Apache-2.0,2017-11-29 16:04:40.000,2023-03-24 23:54:19.000000,2020-02-19 07:57:17,213.0,82.0,34.0,47.0,4.0,12.0,418.0,OpenRec is an open-source and modular library for neural network-inspired recommendation algorithms.,11.0,14,False,,,,,,openrec,,,,,5.0,5.0,https://pypi.org/project/openrec,54.0,54.0,,,,,,,,3.0,,,,,,,,,,,
684,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/google-deepmind/launchpad,https://github.com/google-deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2023-08-22 08:22:46.000000,2023-08-22 08:22:26,367.0,42.0,15.0,6.0,19.0,21.0,330.0,,28.0,14,False,,,,,google-deepmind/launchpad,dm-launchpad,,,,['tensorflow'],,,https://pypi.org/project/dm-launchpad,999.0,999.0,,,,,,,,3.0,,,,,,,,,,,
685,OpenKE,thunlp/OpenKE,graph,,https://github.com/thunlp/OpenKE,https://github.com/thunlp/OpenKE,,2017-10-08 11:20:23.000,2024-01-10 11:51:05.000000,2024-01-10 11:51:05,143.0,975.0,100.0,28.0,26.0,357.0,4011.0,An Open-Source Package for Knowledge Embedding (KE).,14.0,13,False,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
686,traingenerator,jrieke/traingenerator,others,,https://github.com/jrieke/traingenerator,https://github.com/jrieke/traingenerator,MIT,2020-12-03 16:47:16.000,2023-08-23 08:35:09.000000,2022-06-30 14:05:23,118.0,177.0,33.0,10.0,7.0,3.0,1378.0,A web app to generate template code for machine learning.,3.0,13,False,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
687,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,128.0,31.0,16.0,9.0,4.0,923.0,Nudity detection with Python.,12.0,13,False,,,,,,nudepy,,,,,,,https://pypi.org/project/nudepy,324.0,324.0,,,,,,,,3.0,,,,,,,,,,,
688,awesome_time_series_in_python,MaxBenChrist/awesome_time_series_in_python,data-science,,https://github.com/MaxBenChrist/awesome_time_series_in_python,https://github.com/MaxBenChrist/awesome_time_series_in_python,,2017-08-16 12:27:27.000,2023-02-10 06:55:24.000000,2021-11-29 11:50:43,117.0,340.0,81.0,28.0,2.0,13.0,2231.0,This curated list contains python packages for time series analysis.,23.0,12,False,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
689,surpriver,tradytics/surpriver,financial-data,,https://github.com/tradytics/surpriver,https://github.com/tradytics/surpriver,GPL-3.0,2020-08-30 07:56:22.000,2021-08-13 08:02:31.000000,2020-09-21 04:32:05,64.0,329.0,86.0,11.0,11.0,6.0,1836.0,Find big moving stocks before they move using machine learning and anomaly detection.,6.0,12,False,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
690,Auptimizer,LGE-ARC-AdvancedAI/auptimizer,hyperopt,,https://github.com/LGE-ARC-AdvancedAI/auptimizer,https://github.com/LGE-ARC-AdvancedAI/auptimizer,GPL-3.0,2019-09-12 01:08:37.000,2023-01-27 02:15:43.000000,2021-03-03 01:30:06,79.0,28.0,20.0,44.0,1.0,5.0,200.0,An automatic ML model optimization tool.,11.0,12,False,,2021-03-03 02:00:23,2.0,3.0,,auptimizer,,,,,,,https://pypi.org/project/auptimizer,181.0,181.0,,,,,,,,3.0,,,,,,,,,,,
691,jaxdf,ucl-bug/jaxdf,jax-utils,,https://github.com/ucl-bug/jaxdf,https://github.com/ucl-bug/jaxdf,LGPL-3.0,2021-09-08 16:38:46.000,2024-09-17 10:38:04.000000,2024-09-17 10:34:46,319.0,12.0,7.0,127.0,9.0,9.0,131.0,A JAX-based research framework for writing differentiable numerical simulators with arbitrary discretizations.,4.0,12,False,,2024-09-17 10:36:38,0.2.8,10.0,,,,,,['jax'],12.0,12.0,,,,,,,,,,,3.0,,,,,,,,,,,
692,DeepNeuro,QTIM-Lab/DeepNeuro,medical-data,,https://github.com/QTIM-Lab/DeepNeuro,https://github.com/QTIM-Lab/DeepNeuro,MIT,2017-06-01 19:36:34.000,2020-06-24 13:00:15.000000,2020-06-24 13:00:14,285.0,39.0,10.0,18.0,26.0,18.0,129.0,A deep learning python package for neuroimaging data. Made by:.,6.0,12,False,,,,,,deepneuro,,,,,3.0,3.0,https://pypi.org/project/deepneuro,53.0,53.0,,,,,,,,3.0,,,,,,,,,,,
