,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url
575,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000000,2023-06-27 16:54:13,266.0,,72.0,39.0,17.0,13.0,22.0,566.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,22.0,20,False,2020-10-16 03:43:47,0.1.7,4.0,n2,,,,,32.0,32.0,https://pypi.org/project/n2,179.0,179.0,,,,,,,,3.0,,,,,,,,,,,,,
576,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2024-06-28 02:41:07.000000,2023-07-09 16:09:49,767.0,,63.0,17.0,112.0,8.0,48.0,566.0,A simplified framework and utilities for PyTorch.,20.0,20,True,2023-07-09 16:15:44,1.17.1,37.0,poutyne,,,,['pytorch'],138.0,138.0,https://pypi.org/project/poutyne,3156.0,3156.0,,,,,,,,3.0,,,,,,,,,,,,,
577,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,,57.0,60.0,9.0,23.0,25.0,538.0,Python library assists deep learning on graphs.,18.0,20,True,2021-09-05 23:08:21,0.2.1,3.0,deepsnap,,,,,104.0,104.0,https://pypi.org/project/deepsnap,375.0,375.0,,,,,,,,3.0,12.0,,,,,,,,,,,,
578,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2023-11-17 16:30:15.000000,2021-11-18 21:06:54,172.0,,45.0,9.0,9.0,12.0,21.0,493.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,20,False,2023-11-17 16:33:58,0.6.1,2.0,apricot-select,,,,,126.0,126.0,https://pypi.org/project/apricot-select,4689.0,4689.0,,,,,,,,3.0,27.0,,,,,,,,,,,,
579,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2024-02-24 12:21:01.000000,2023-08-12 16:28:59,266.0,,108.0,20.0,57.0,26.0,21.0,488.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,7.0,20,True,2023-03-15 20:10:41,0.4.4,7.0,rrcf,,,,,64.0,64.0,https://pypi.org/project/rrcf,2979.0,2979.0,,,,,,,,3.0,,,,,,,,,,,,,
580,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2024-07-04 18:17:31.000000,2024-05-29 15:40:39,3025.0,48.0,63.0,11.0,259.0,3.0,110.0,433.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,22.0,20,True,2023-07-13 11:37:48,0.1.2,12.0,pykale,,,,['pytorch'],2.0,2.0,https://pypi.org/project/pykale,41.0,41.0,,,,,,,,3.0,,,,,,,,,,,,,
581,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2024-06-05 07:09:45.000000,2024-06-05 07:08:25,820.0,6.0,25.0,8.0,77.0,27.0,22.0,381.0,Flexible time series feature extraction & processing.,6.0,20,True,2024-04-04 10:31:07,0.4.0,16.0,tsflex,conda-forge/tsflex,,,,14.0,14.0,https://pypi.org/project/tsflex,263.0,902.0,https://anaconda.org/conda-forge/tsflex,2024-04-08 09:54:58.786,23036.0,,,,,3.0,,,,,,,,,,,,,
582,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2023-09-06 17:29:29.000000,2023-09-06 17:29:29,2412.0,,50.0,23.0,231.0,57.0,195.0,380.0,Studio: Simplify and expedite model building process.,24.0,20,True,2020-02-19 22:50:45,0.0.15,4.0,studioml,,,,,6.0,6.0,https://pypi.org/project/studioml,44.0,44.0,,,,,,,,3.0,,,,,,,,,,,,,
583,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2024-02-25 19:17:18.000000,2024-02-25 19:17:13,576.0,,84.0,30.0,318.0,60.0,27.0,370.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,20,True,2021-06-16 20:29:30,0.1.16,17.0,tensorflow-cloud,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-cloud,32004.0,32004.0,,,,,,,,3.0,,,,,,,,,,,,,
584,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-10-24 10:20:08.000000,2023-02-01 10:38:52,3728.0,,60.0,28.0,110.0,33.0,184.0,367.0,scalable audio processing framework and server written in Python.,22.0,20,False,2023-01-03 17:34:09,1.1.3,6.0,TimeSide,,,,,18.0,18.0,https://pypi.org/project/TimeSide,58.0,58.0,,,,,,,,3.0,,,,,,,,,,,,,
585,ivis,beringresearch/ivis,ml-frameworks,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2024-06-13 05:29:40.000000,2024-06-13 05:28:48,643.0,9.0,43.0,13.0,63.0,3.0,57.0,320.0,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,20,True,2024-06-13 05:13:09,2.10,36.0,ivis,,,,,33.0,33.0,https://pypi.org/project/ivis,1258.0,1258.0,,,,,,,,3.0,,,,,,,,,,,,,
586,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2024-04-27 16:26:42.000000,2024-04-27 16:26:42,258.0,7.0,27.0,9.0,5.0,22.0,60.0,316.0,Multiple Imputation with LightGBM in Python.,8.0,20,True,2022-12-12 14:01:15,DOI,8.0,miceforest,conda-forge/miceforest,,,,145.0,145.0,https://pypi.org/project/miceforest,42848.0,43224.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,13536.0,,,,,3.0,,,,,,,,,,,,,
587,orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,,2017-09-07 06:05:21.000,2023-12-11 19:25:59.000000,2023-11-17 21:43:05,4051.0,,49.0,14.0,712.0,194.0,204.0,282.0,Asynchronous Distributed Hyperparameter Optimization.,32.0,20,True,2023-03-02 21:02:52,0.2.7,26.0,orion,,,,,108.0,108.0,https://pypi.org/project/orion,577.0,577.0,,,,,,,,3.0,,,,,,,,,,,,,
588,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2024-06-21 06:39:44.000000,2024-06-21 06:30:57,588.0,3.0,33.0,24.0,642.0,16.0,128.0,240.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,True,2024-06-21 06:39:45,0.16.0,21.0,larq-compute-engine,,,,,8.0,8.0,https://pypi.org/project/larq-compute-engine,886.0,906.0,,,,,,,,3.0,1082.0,,,,,,,,,,,,
589,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2024-03-28 17:33:46.000000,2023-01-15 11:37:16,279.0,,964.0,113.0,101.0,138.0,353.0,5047.0,Backtest trading strategies in Python.,19.0,19,False,,,,backtesting,,,,,,,https://pypi.org/project/backtesting,16176.0,16176.0,,,,,,,,3.0,,,,,,,,,,,,,
590,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2024-03-12 11:21:52.000000,2021-06-02 09:45:13,150.0,,730.0,102.0,35.0,103.0,113.0,4554.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,19,False,2020-01-08 15:35:45,2.2.0,1.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],,,https://pypi.org/project/ISR,5003.0,5006.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,235.0,3.0,,,,,,,,,,,,,
591,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2024-04-17 19:59:55.000000,2024-04-17 19:59:46,779.0,6.0,179.0,18.0,262.0,72.0,94.0,1307.0,Generate Diverse Counterfactual Explanations for any machine learning model.,19.0,19,True,2023-10-26 11:36:48,0.11,12.0,dice-ml,,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/dice-ml,41160.0,41160.0,,,,,,,,3.0,,,,,,,,,,,,,
592,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,,214.0,65.0,29.0,26.0,12.0,1170.0,Anomaly Detection and Correlation library.,9.0,19,False,,,,luminol,,,,,78.0,78.0,https://pypi.org/project/luminol,7837.0,7837.0,,,,,,,,3.0,,,,,,,,,,,,,
593,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:33:32.000000,2022-02-02 20:33:18,124.0,,140.0,17.0,11.0,41.0,43.0,1068.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,19,False,2022-02-02 20:33:33,1.1.4,80.0,performer-pytorch,,,,['pytorch'],139.0,139.0,https://pypi.org/project/performer-pytorch,2759.0,2759.0,,,,,,,,3.0,,,,,,,,,,,,,
594,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2024-01-14 08:39:28.000000,2020-04-17 02:27:44,79.0,,129.0,25.0,76.0,43.0,36.0,1047.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,19,False,2020-04-17 02:17:35,0.6.2,12.0,adtk,conda-forge/adtk,,,,,,https://pypi.org/project/adtk,208820.0,208980.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,8341.0,,,,,3.0,,,,,,,,,,,,,
595,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2024-03-20 19:44:13.000000,2024-03-20 19:28:51,85.0,,181.0,24.0,58.0,10.0,27.0,941.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",18.0,19,True,,,,saliency,,,,['tensorflow'],89.0,89.0,https://pypi.org/project/saliency,7549.0,7549.0,,,,,,,,3.0,,,,,,,,,,,,,
596,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2024-06-27 07:32:19.000000,2024-06-27 07:26:43,298.0,4.0,72.0,23.0,47.0,11.0,17.0,813.0,EvoJAX: Hardware-accelerated Neuroevolution.,14.0,19,True,,,20.0,evojax,conda-forge/evojax,,,['jax'],22.0,22.0,https://pypi.org/project/evojax,631.0,1532.0,https://anaconda.org/conda-forge/evojax,2024-06-18 11:07:15.191,26155.0,,,,,3.0,,,,,,,,,,,,,
597,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2024-06-24 14:41:59.000000,2024-04-29 13:46:08,600.0,2.0,137.0,15.0,60.0,30.0,130.0,779.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,34.0,19,True,2023-10-12 06:54:28,1.6.3,32.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],,,https://pypi.org/project/torch-cluster,12303.0,14924.0,https://anaconda.org/conda-forge/pytorch_cluster,2024-05-17 11:31:45.001,131064.0,,,,,3.0,,,,,,,,,,,,,
598,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,107.0,30.0,1.0,14.0,3.0,637.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,19,False,2020-02-19 02:11:55,V0.1.0,1.0,combo,,,,"['sklearn', 'xgboost']",633.0,633.0,https://pypi.org/project/combo,21568.0,21568.0,,,,,,,,3.0,,,,,,,,,,,,,
599,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2024-06-16 04:23:17.000000,2024-06-16 04:23:17,307.0,2.0,103.0,9.0,15.0,5.0,16.0,575.0,Make Waffle Charts in Python.,6.0,19,True,,,5.0,pywaffle,conda-forge/pywaffle,,,,376.0,376.0,https://pypi.org/project/pywaffle,6715.0,6900.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,12460.0,,,,,3.0,,,,,,,,,,,,,
600,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2024-01-11 20:34:53.000000,2023-10-04 12:31:54,297.0,,98.0,15.0,53.0,10.0,15.0,561.0,A library of metrics for evaluating recommender systems.,20.0,19,True,2022-04-26 18:03:18,0.1.5,1.0,recmetrics,,,,,55.0,55.0,https://pypi.org/project/recmetrics,12528.0,12528.0,,,,,,,,3.0,6.0,,,,,,,,,,,,
601,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,,2021-03-18 15:04:58.000,2024-05-05 16:01:33.000000,2024-05-05 16:01:32,1771.0,16.0,71.0,7.0,216.0,48.0,81.0,514.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,20.0,19,True,2023-12-05 11:42:07,0.5.3,25.0,quantus,,,,,28.0,28.0,https://pypi.org/project/quantus,365.0,370.0,,,,,,,,3.0,157.0,,,,,,,,,,,,
602,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2024-07-03 17:32:18.000000,2024-07-03 17:32:09,747.0,27.0,24.0,5.0,285.0,1.0,,308.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,11.0,19,True,2023-09-08 15:06:42,1.1.186,81.0,upgini,,,,,7.0,7.0,https://pypi.org/project/upgini,4399.0,4399.0,,,,,,,,3.0,,,,,,,,,,,,,
603,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/vega/vegafusion,https://github.com/vega/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2024-05-23 13:09:08.000000,2024-05-23 13:09:08,661.0,8.0,13.0,24.0,350.0,44.0,84.0,303.0,Serverside scaling for Vega and Altair visualizations.,4.0,19,True,2024-05-09 19:19:11,1.6.9,69.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,,,https://pypi.org/project/vegafusion-jupyter,794.0,6810.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2024-05-10 13:02:13.580,158356.0,,,,,3.0,5705.0,vega/vegafusion,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,171.0,,,,,,,,
604,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2024-06-03 12:35:11.000000,2024-06-03 12:35:11,422.0,4.0,74.0,22.0,438.0,18.0,51.0,269.0,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,31.0,19,True,2022-06-03 15:51:13,0.2.0,23.0,pipeline-dp,,,,,3.0,3.0,https://pypi.org/project/pipeline-dp,79.0,79.0,,,,,,,,3.0,,,,,,,,,,,,,
605,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-08-31 18:37:21.000000,2023-08-31 18:34:42,577.0,,20.0,18.0,464.0,69.0,76.0,235.0,Functional tensors for probabilistic programming.,11.0,19,True,2023-08-31 18:37:22,0.4.6,12.0,funsor,,,,['pytorch'],68.0,68.0,https://pypi.org/project/funsor,4686.0,4686.0,,,,,,,,3.0,,,,,,,,,,,,,
606,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000000,2023-01-12 19:54:10,143.0,,872.0,112.0,51.0,45.0,160.0,6244.0,Model parallel transformers in JAX and Haiku.,23.0,18,False,,,,,,,,['jax'],20.0,20.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
607,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,,476.0,85.0,180.0,106.0,161.0,3583.0,A high performance and generic framework for distributed DNN training.,21.0,18,False,2020-02-19 23:44:20,0.2,1.0,byteps,,bytepsimage/tensorflow,,,2.0,2.0,https://pypi.org/project/byteps,29.0,50.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1340.0,3.0,,,,,,,,,,,,,
608,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,317.0,59.0,242.0,175.0,111.0,3131.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,20.0,18,False,2022-11-02 09:30:27,3.0.1,13.0,lightseq,,,,,,,https://pypi.org/project/lightseq,2970.0,2982.0,,,,,,,,3.0,682.0,,,,,,,,,,,,
609,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2024-07-02 11:03:12.000000,2024-06-14 09:13:41,694.0,12.0,413.0,40.0,841.0,125.0,115.0,3128.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,81.0,18,True,,,,,,,,['jax'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,
610,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2023-06-16 13:22:46.522000,2020-02-09 21:03:48,299.0,,412.0,106.0,83.0,62.0,48.0,2957.0,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,100.0,https://anaconda.org/maciejkula/spotlight,2023-06-16 13:22:46.522,8549.0,,,,,3.0,,,,,,,,,,,,,
611,Pearl,facebookresearch/Pearl,reinforcement-learning,,https://github.com/facebookresearch/Pearl,https://github.com/facebookresearch/Pearl,MIT,2023-04-07 21:21:56.000,2024-06-11 13:24:48.000000,2024-06-11 13:21:45,151.0,34.0,142.0,32.0,44.0,14.0,39.0,2426.0,A Production-ready Reinforcement Learning AI Agent Library brought by the Applied Reinforcement Learning team at Meta.,24.0,18,True,,,,pearl,,,,,,,https://pypi.org/project/pearl,95.0,95.0,,,,,,,,3.0,,,,,,,,,,,,,
612,tts-generation-webui,rsxdalv/tts-generation-webui,audio,,https://github.com/rsxdalv/tts-generation-webui,https://github.com/rsxdalv/tts-generation-webui,MIT,2023-04-27 18:32:26.000,2024-07-01 09:15:33.000000,2024-07-01 09:15:25,158.0,14.0,160.0,27.0,101.0,32.0,154.0,1460.0,"TTS Generation Web UI (Bark, MusicGen + AudioGen, Tortoise, RVC, Vocos, Demucs, SeamlessM4T, MAGNet, StyleTTS2, MMS).",5.0,18,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
613,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,95.0,39.0,13.0,13.0,9.0,1269.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,18,False,,,,doc2text,,,,,150.0,150.0,https://pypi.org/project/doc2text,2577.0,2577.0,,,,,,,,3.0,,,,,,,,,,,,,
614,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,88.0,33.0,72.0,25.0,30.0,1099.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,18,False,2021-02-15 20:20:59,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,5992.0,5992.0,,,,,,,,3.0,,,,,,,,,,,,,
615,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2024-02-10 16:41:21.000000,2024-02-10 16:41:20,438.0,,195.0,61.0,7.0,13.0,29.0,1091.0,Python AutoML for Trading Systems and Sports Betting.,5.0,18,True,2020-08-29 18:48:20,2.5.0,11.0,alphapy,,,,,5.0,5.0,https://pypi.org/project/alphapy,88.0,88.0,,,,,,,,3.0,,,,,,,,,,,,,
616,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,133.0,36.0,16.0,9.0,4.0,924.0,Nudity detection with Python.,12.0,18,False,,,,nudepy,,,,,3632.0,3632.0,https://pypi.org/project/nudepy,564.0,564.0,,,,,,,,3.0,,,,,,,,,,,,,
617,PDPbox,SauceCat/PDPbox,interpretability,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2023-06-10 14:57:37.569000,2023-06-05 01:35:02,228.0,,129.0,18.0,24.0,28.0,39.0,831.0,python partial dependence plot toolbox.,7.0,18,False,2023-06-05 02:44:20,0.3.0,3.0,pdpbox,conda-forge/pdpbox,,,,,,https://pypi.org/project/pdpbox,18425.0,18772.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,20844.0,,,,,3.0,,,,,,,,,,,,,
618,luminaire,zillow/luminaire,time-series-data,,https://github.com/zillow/luminaire,https://github.com/zillow/luminaire,Apache-2.0,2020-07-08 19:22:50.000,2024-01-31 19:15:42.000000,2024-01-31 19:05:51,258.0,,57.0,23.0,80.0,23.0,28.0,759.0,Luminaire is a python package that provides ML driven solutions for monitoring time series data.,9.0,18,True,2024-01-31 19:15:42,0.4.3,32.0,luminaire,,,,,4.0,4.0,https://pypi.org/project/luminaire,203.0,203.0,,,,,,,,3.0,,,,,,,,,,,,,
619,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,73.0,25.0,37.0,23.0,21.0,736.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,18,False,2019-06-29 19:21:43,0.64,3.0,test_tube,,,,,,,https://pypi.org/project/test_tube,41130.0,41130.0,,,,,,,,3.0,24.0,,,,,,,,,,,,
620,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,,140.0,57.0,72.0,18.0,71.0,524.0,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",17.0,18,False,2019-07-30 09:28:26,0.2.2,6.0,atm,,,,,20.0,20.0,https://pypi.org/project/atm,99.0,99.0,,,,,,,,3.0,,,,,,,,,,,,,
