,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url
609,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2024-10-28 07:18:15.000000,2024-10-28 07:18:14,592.0,1.0,35.0,24.0,645.0,17.0,129.0,243.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,True,2024-06-21 06:39:45,0.16.0,21.0,larq-compute-engine,,,,,10.0,10.0,https://pypi.org/project/larq-compute-engine,2933.0,2954.0,,,,,,,,3.0,,1230.0,,,,,,,,,,,
610,Machine-Learning-Tutorials,ujjwalkarn/Machine-Learning-Tutorials,data-science,,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,CC0-1.0,2015-09-12 14:51:38.000,2024-06-12 08:11:59.000000,2021-10-04 07:54:52,308.0,,3229.0,798.0,90.0,9.0,3.0,15661.0,"machine learning and deep learning tutorials, articles and other resources.",34.0,19,False,,,,,,,,,20.0,20.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
611,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2024-08-06 12:05:27.000000,2023-01-15 11:37:16,279.0,,1053.0,126.0,109.0,147.0,356.0,5632.0,Backtest trading strategies in Python.,19.0,19,False,,,,backtesting,,,,,,,https://pypi.org/project/backtesting,19473.0,19473.0,,,,,,,,3.0,,,,,,,,,,,,,
612,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2024-03-12 11:21:52.000000,2021-06-02 09:45:13,150.0,,744.0,102.0,35.0,104.0,113.0,4674.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,19,False,2020-01-08 15:35:45,2.2.0,1.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],,,https://pypi.org/project/ISR,5958.0,5961.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,248.0,3.0,,,,,,,,,,,,,
613,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000000,2020-03-16 04:26:47,75.0,,226.0,64.0,42.0,18.0,24.0,2798.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,19,False,,,5.0,knockknock,conda-forge/knockknock,,,,,,https://pypi.org/project/knockknock,43901.0,44171.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,16779.0,,,,,3.0,-5.0,,,,,,,,,,,,
614,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2024-10-23 17:51:18.000000,2024-09-30 12:29:20,1251.0,6.0,126.0,30.0,1059.0,12.0,54.0,768.0,Machine learning framework for both deep learning and traditional algorithms.,40.0,19,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,2.0,2.0,https://pypi.org/project/neoml,880.0,880.0,,,,,,,,3.0,,,,,,,,,,,,,
615,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,,138.0,55.0,72.0,18.0,71.0,527.0,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",17.0,19,False,2019-07-30 09:28:26,0.2.2,6.0,atm,,,,,23.0,23.0,https://pypi.org/project/atm,464.0,464.0,,,,,,,,3.0,,,,,,,,,,,,,
616,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2024-01-10 20:36:33.000000,2021-11-25 23:08:43,204.0,,92.0,22.0,19.0,6.0,20.0,488.0,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,19,False,2021-11-25 23:10:34,1.1.1,2.0,caserecommender,,,,['sklearn'],15.0,15.0,https://pypi.org/project/caserecommender,1138.0,1138.0,,,,,,,,3.0,,,,,,,,,,,,,
617,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2024-12-12 17:36:18.000000,2024-04-26 20:31:49,327.0,,79.0,25.0,349.0,5.0,10.0,343.0,Tensorflows Fairness Evaluation and Visualization Toolkit.,36.0,19,True,2024-04-26 21:09:50,0.46.0,24.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2013.0,2013.0,,,,,,,,3.0,,,,,,,,,,,,,
618,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2024-12-10 23:47:18.000000,2024-12-09 21:58:06,405.0,6.0,130.0,34.0,332.0,82.0,138.0,342.0,Brain Imaging Analysis Kit.,35.0,19,True,,,5.0,brainiak,,brainiak/brainiak,,,,,https://pypi.org/project/brainiak,3199.0,3216.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,1884.0,3.0,,,,,,,,,,,,,
619,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-08-31 18:37:21.000000,2023-08-31 18:34:42,577.0,,20.0,18.0,464.0,69.0,76.0,236.0,Functional tensors for probabilistic programming.,11.0,19,False,2023-08-31 18:37:22,0.4.6,12.0,funsor,,,,['pytorch'],76.0,76.0,https://pypi.org/project/funsor,5915.0,5915.0,,,,,,,,3.0,,,,,,,,,,,,,
620,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000000,2023-01-12 19:54:10,143.0,,876.0,112.0,51.0,46.0,160.0,6306.0,Model parallel transformers in JAX and Haiku.,23.0,18,False,,,,,,,,['jax'],20.0,20.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
621,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2024-12-05 23:19:31.000000,2024-12-05 12:22:02,714.0,11.0,441.0,39.0,869.0,148.0,119.0,3356.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,89.0,18,True,,,,,,,,['jax'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,
622,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,322.0,58.0,242.0,176.0,111.0,3220.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,20.0,18,False,2022-11-02 09:30:27,3.0.1,13.0,lightseq,,,,,,,https://pypi.org/project/lightseq,2841.0,2852.0,,,,,,,,3.0,,701.0,,,,,,,,,,,
623,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2023-06-16 13:22:46.522000,2020-02-09 21:03:48,299.0,,419.0,106.0,83.0,62.0,48.0,2995.0,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,99.0,https://anaconda.org/maciejkula/spotlight,2023-06-16 13:22:46.522,8916.0,,,,,3.0,,,,,,,,,,,,,
624,tts-generation-webui,rsxdalv/tts-generation-webui,audio,,https://github.com/rsxdalv/tts-generation-webui,https://github.com/rsxdalv/tts-generation-webui,MIT,2023-04-27 18:32:26.000,2024-11-23 15:28:49.000000,2024-11-23 15:28:43,238.0,35.0,203.0,35.0,136.0,42.0,206.0,1879.0,"TTS Generation Web UI (Bark, MusicGen + AudioGen, Tortoise, RVC, Vocos, Demucs, SeamlessM4T, MAGNet, StyleTTS2, MMS,..",10.0,18,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
625,benchmark_VAE,clementchadebec/benchmark_VAE,pytorch-utils,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-07-31 12:13:28.000000,2024-07-17 07:59:47,373.0,,162.0,18.0,74.0,24.0,43.0,1843.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,18.0,18,True,2023-09-06 15:43:22,0.1.2,11.0,,,,,['pytorch'],35.0,35.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
626,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,97.0,39.0,13.0,13.0,9.0,1273.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,18,False,,,,doc2text,,,,,173.0,173.0,https://pypi.org/project/doc2text,2623.0,2623.0,,,,,,,,3.0,,,,,,,,,,,,,
627,XAI,EthicalML/xai,interpretability,,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000,2021-10-30 06:35:19.000000,2021-10-30 06:30:12,91.0,,170.0,44.0,5.0,4.0,7.0,1135.0,XAI - An eXplainability toolbox for machine learning.,3.0,18,False,2021-10-30 06:35:19,0.1.0,1.0,xai,,,,,35.0,35.0,https://pypi.org/project/xai,398.0,398.0,,,,,,,,3.0,,,,,,,,,,,,,
628,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,89.0,33.0,72.0,25.0,30.0,1109.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,18,False,2021-02-15 20:20:59,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,5784.0,5784.0,,,,,,,,3.0,,,,,,,,,,,,,
629,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,131.0,36.0,16.0,9.0,4.0,926.0,Nudity detection with Python.,12.0,18,False,,,,nudepy,,,,,3641.0,3641.0,https://pypi.org/project/nudepy,647.0,647.0,,,,,,,,3.0,,,,,,,,,,,,,
630,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2024-06-27 07:32:19.000000,2024-06-27 07:26:43,298.0,,87.0,23.0,50.0,14.0,17.0,855.0,EvoJAX: Hardware-accelerated Neuroevolution.,14.0,18,True,,,20.0,evojax,conda-forge/evojax,,,['jax'],27.0,27.0,https://pypi.org/project/evojax,1554.0,2503.0,https://anaconda.org/conda-forge/evojax,2024-06-18 11:07:15.191,32299.0,,,,,3.0,,,,,,,,,,,,,
631,PDPbox,SauceCat/PDPbox,interpretability,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2024-09-03 22:24:30.000000,2023-06-05 01:35:02,228.0,,129.0,18.0,25.0,28.0,40.0,846.0,python partial dependence plot toolbox.,7.0,18,False,2023-06-05 02:44:20,0.3.0,3.0,pdpbox,conda-forge/pdpbox,,,,,,https://pypi.org/project/pdpbox,14441.0,14782.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,22212.0,,,,,3.0,,,,,,,,,,,,,
632,Caer,jasmcaus/caer,image,,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000,2023-10-13 12:16:35.000000,2023-04-01 08:26:45,5080.0,,101.0,20.0,58.0,2.0,13.0,777.0,"A lightweight Computer Vision library. Scale your models, not boilerplate.",8.0,18,False,2021-10-06 07:29:20,2.0.3,13.0,caer,,,https://caer.rtfd.io,,,,https://pypi.org/project/caer,9630.0,9630.0,,,,,,,,3.0,,48.0,,,,,,,,,,,
633,luminaire,zillow/luminaire,time-series-data,,https://github.com/zillow/luminaire,https://github.com/zillow/luminaire,Apache-2.0,2020-07-08 19:22:50.000,2024-01-31 19:15:42.000000,2024-01-31 19:05:51,258.0,,58.0,23.0,80.0,25.0,28.0,765.0,Luminaire is a python package that provides ML driven solutions for monitoring time series data.,9.0,18,True,2024-01-31 19:15:42,0.4.3,32.0,luminaire,,,,,5.0,5.0,https://pypi.org/project/luminaire,842.0,842.0,,,,,,,,3.0,,,,,,,,,,,,,
634,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,73.0,25.0,37.0,23.0,21.0,736.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,18,False,2019-06-29 19:21:43,0.64,3.0,test_tube,,,,,,,https://pypi.org/project/test_tube,32987.0,32987.0,,,,,,,,3.0,,29.0,,,,,,,,,,,
635,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2024-01-11 20:34:53.000000,2023-10-04 12:31:54,297.0,,97.0,15.0,53.0,9.0,16.0,571.0,A library of metrics for evaluating recommender systems.,20.0,18,False,2022-04-26 18:03:18,0.1.5,1.0,recmetrics,,,,,61.0,61.0,https://pypi.org/project/recmetrics,4169.0,4169.0,,,,,,,,3.0,,8.0,,,,,,,,,,,
636,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,,85.0,20.0,248.0,8.0,23.0,427.0,A toolkit that streamlines and automates the generation of model cards.,22.0,18,False,2023-04-03 17:58:08,2.0.0,9.0,model-card-toolkit,,,,,,,https://pypi.org/project/model-card-toolkit,1952.0,1952.0,,,,,,,,3.0,,28.0,,,,,,,,,,,
637,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2024-02-20 11:57:52.000000,2023-11-17 08:50:12,72.0,,60.0,8.0,12.0,5.0,18.0,407.0,TextAugment: Text Augmentation Library.,8.0,18,False,2023-11-16 20:54:10,2.0.0,9.0,textaugment,,,,,139.0,139.0,https://pypi.org/project/textaugment,5407.0,5408.0,,,,,,,,3.0,,127.0,,,,,,,,,,,
638,Sherpa,sherpa-ai/sherpa,hyperopt,,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48,823.0,,53.0,11.0,60.0,17.0,41.0,333.0,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,18,False,2020-07-31 05:29:09,1.0.7,4.0,parameter-sherpa,,,,,40.0,40.0,https://pypi.org/project/parameter-sherpa,245.0,245.0,,,,,,,,3.0,,,,,,,,,,,,,
639,torch-uncertainty,ENSTA-U2IS-AI/torch-uncertainty,probabilistics,,https://github.com/ENSTA-U2IS-AI/torch-uncertainty,https://github.com/ENSTA-U2IS-AI/torch-uncertainty,Apache-2.0,2023-02-01 16:21:14.000,2024-12-09 16:29:33.000000,2024-11-19 09:38:40,1433.0,133.0,20.0,9.0,84.0,11.0,27.0,317.0,Open-source framework for uncertainty and deep learning models in PyTorch.,9.0,18,True,,,16.0,torch-uncertainty,,,,,,,https://pypi.org/project/torch-uncertainty,1046.0,1046.0,,,,,,,,3.0,,,,,,,,,,,,,
640,bluefog,Bluefog-Lib/bluefog,distributed-ml,,https://github.com/Bluefog-Lib/bluefog,https://github.com/Bluefog-Lib/bluefog,Apache-2.0,2019-12-03 05:27:21.000,2024-07-25 10:59:34.000000,2023-03-28 03:38:13,1094.0,,69.0,28.0,59.0,27.0,32.0,294.0,Distributed and decentralized training framework for PyTorch over graph.,9.0,18,False,2021-05-15 01:38:40,0.3.0,6.0,bluefog,,,,['pytorch'],5.0,5.0,https://pypi.org/project/bluefog,297.0,300.0,,,,,,,,3.0,,206.0,,,,,,,,,,,
641,awesome-ai-agents,e2b-dev/awesome-ai-agents,data-science,,https://github.com/e2b-dev/awesome-ai-agents,https://github.com/e2b-dev/awesome-ai-agents,,2023-06-19 00:20:06.000,2024-11-19 18:21:05.000000,2024-11-19 18:21:05,465.0,3.0,890.0,217.0,81.0,19.0,15.0,12043.0,A list of AI autonomous agents.,56.0,17,True,2023-07-20 05:57:49,1.6,2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,True,,
642,awesome-semantic-segmentation,mrgloom/awesome-semantic-segmentation,data-science,,https://github.com/mrgloom/awesome-semantic-segmentation,https://github.com/mrgloom/awesome-semantic-segmentation,,2015-10-03 10:07:34.000,2021-05-08 13:40:11.000000,2021-03-08 14:36:09,417.0,,2358.0,442.0,41.0,6.0,19.0,10553.0,awesome-semantic-segmentation.,16.0,17,False,,,,,,,,,20.0,20.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
643,kaggle-solutions,faridrashidi/kaggle-solutions,data-science,,https://github.com/faridrashidi/kaggle-solutions,https://github.com/faridrashidi/kaggle-solutions,MIT,2018-11-25 04:27:49.000,2024-12-07 16:03:46.000000,2024-12-07 16:03:43,193.0,11.0,1859.0,92.0,9.0,,8.0,5024.0,Collection of Kaggle Solutions and Ideas.,4.0,17,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
644,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2024-01-16 09:15:43.000000,2024-01-16 09:12:58,32.0,,85.0,13.0,35.0,3.0,25.0,821.0,Leave One Feature Out Importance.,6.0,17,True,2024-01-16 09:15:43,0.3.4,1.0,lofo-importance,,,,,35.0,35.0,https://pypi.org/project/lofo-importance,3625.0,3625.0,,,,,,,,3.0,,,,,,,,,,,,,
645,parallelformers,tunib-ai/parallelformers,distributed-ml,,https://github.com/tunib-ai/parallelformers,https://github.com/tunib-ai/parallelformers,Apache-2.0,2021-07-17 12:50:43.000,2023-04-24 11:42:30.000000,2022-07-27 19:55:38,93.0,,57.0,15.0,10.0,26.0,17.0,781.0,Parallelformers: An Efficient Model Parallelization Toolkit for Deployment.,5.0,17,False,2022-07-27 19:51:53,1.2.7,8.0,parallelformers,,,,,61.0,61.0,https://pypi.org/project/parallelformers,606.0,606.0,,,,,,,,3.0,,,,,,,,,,,,,
646,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,hyperopt,,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000,2021-01-20 03:52:41.000000,2021-01-20 03:52:40,1096.0,,96.0,24.0,101.0,32.0,84.0,706.0,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,4.0,17,False,2019-08-06 09:09:45,3.0.0,16.0,hyperparameter-hunter,,,,,,,https://pypi.org/project/hyperparameter-hunter,539.0,546.0,,,,,,,,3.0,,553.0,,,,,,,,,,,
647,textflint,textflint/textflint,adversarial,,https://github.com/textflint/textflint,https://github.com/textflint/textflint,GPL-3.0,2021-03-06 11:15:52.000,2022-09-27 17:09:16.000000,2022-06-21 04:27:47,257.0,,94.0,18.0,19.0,4.0,29.0,642.0,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing.,18.0,17,False,2022-03-15 07:18:19,0.1.0,5.0,textflint,,,,,19.0,19.0,https://pypi.org/project/textflint,176.0,176.0,,,,,,,,3.0,,,,,,,,,,,,,
648,puncc,deel-ai/puncc,ml-frameworks,,https://github.com/deel-ai/puncc,https://github.com/deel-ai/puncc,,2022-07-20 09:22:41.000,2024-11-17 16:17:08.000000,2024-11-05 15:53:19,194.0,6.0,16.0,5.0,33.0,6.0,22.0,306.0,Puncc is a python library for predictive uncertainty quantification using conformal prediction.,5.0,17,True,2024-11-05 15:59:18,0.8.0,6.0,puncc,,,,,7.0,7.0,https://pypi.org/project/puncc,2169.0,2169.0,,,,,,,,3.0,,,,,,,,,,,,,
649,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,,2021-06-03 12:39:38.000,2024-12-08 16:55:26.000000,2024-12-08 16:55:25,525.0,1.0,58.0,14.0,91.0,21.0,39.0,288.0,Represent trained machine learning models as Pyomo optimization formulations.,21.0,17,True,,,,omlt,,,,,22.0,22.0,https://pypi.org/project/omlt,19155.0,19155.0,,,,,,,,3.0,,,,,,,,,,,,,
650,chitra,gradsflow/chitra,ml-experiments,,https://github.com/aniketmaurya/chitra,https://github.com/aniketmaurya/chitra,Apache-2.0,2020-01-23 14:17:54.000,2024-07-02 00:10:02.000000,2024-06-01 12:08:31,372.0,,34.0,6.0,134.0,,35.0,224.0,"A multi-functional library for full-stack Deep Learning. Simplifies Model Building, API development, and Model..",14.0,17,True,2021-11-26 17:10:22,0.2.0,9.0,chitra,conda-forge/chitra,,,,,,https://pypi.org/project/chitra,3944.0,4054.0,https://anaconda.org/conda-forge/chitra,2023-06-18 08:40:33.534,3875.0,,,,,3.0,,,aniketmaurya/chitra,,,,,,,,,,
651,modelkit,Cornerstone-OnDemand/modelkit,model-serialisation,,https://github.com/Cornerstone-OnDemand/modelkit,https://github.com/Cornerstone-OnDemand/modelkit,MIT,2021-05-14 12:10:51.000,2024-06-06 14:34:14.000000,2024-06-06 14:27:44,864.0,,17.0,8.0,184.0,11.0,23.0,154.0,Toolkit for developing and maintaining ML models.,14.0,17,True,2024-02-02 14:57:28,0.1.2,21.0,modelkit,,,,,,,https://pypi.org/project/modelkit,8847.0,8847.0,,,,,,,,3.0,,,,,,,,,,,,,
652,Elephas,danielenricocahall/elephas,distributed-ml,,https://github.com/danielenricocahall/elephas,https://github.com/danielenricocahall/elephas,MIT,2019-08-19 17:33:26.070,2024-12-04 03:49:13.000000,2024-12-04 03:47:53,726.0,12.0,5.0,1.0,19.0,11.0,8.0,18.0,Distributed Deep learning with Keras & Spark.,28.0,17,False,2024-12-04 03:49:13,6.2.0,19.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",,,https://pypi.org/project/elephas,40613.0,40860.0,https://anaconda.org/conda-forge/elephas,2023-06-16 16:16:35.554,15871.0,,,,,3.0,,,,,,,,,,,,,
653,FlashTorch,MisaOgura/flashtorch,interpretability,,https://github.com/MisaOgura/flashtorch,https://github.com/MisaOgura/flashtorch,MIT,2019-03-22 13:00:57.000,2023-09-21 07:22:50.000000,2023-09-21 07:22:50,127.0,,85.0,16.0,15.0,10.0,22.0,737.0,Visualization toolkit for neural networks in PyTorch! Demo --.,2.0,16,False,2020-05-29 14:39:38,0.1.3,5.0,flashtorch,,,,['pytorch'],23.0,23.0,https://pypi.org/project/flashtorch,352.0,352.0,,,,,,,,3.0,,,,,,,,,,,,,
654,KD-Lib,SforAiDl/KD_Lib,pytorch-utils,,https://github.com/SforAiDl/KD_Lib,https://github.com/SforAiDl/KD_Lib,MIT,2020-05-10 13:08:42.000,2023-03-01 21:06:37.000000,2023-03-01 21:03:09,298.0,,57.0,16.0,83.0,14.0,49.0,609.0,A Pytorch Knowledge Distillation library for benchmarking and extending works in the domains of Knowledge..,6.0,16,False,2022-05-18 08:34:00,0.0.32,3.0,KD-Lib,,,,['pytorch'],,,https://pypi.org/project/KD-Lib,196.0,196.0,,,,,,,,3.0,,,,,,,,,,,,,
655,typedb-ml,vaticle/typedb-ml,graph,,https://github.com/typedb/typedb-ml,https://github.com/typedb/typedb-ml,Apache-2.0,2018-09-16 16:46:48.000,2023-11-18 17:08:08.000000,2023-11-18 17:08:08,508.0,,90.0,39.0,106.0,12.0,51.0,550.0,TypeDB-ML is the Machine Learning integrations library for TypeDB.,13.0,16,False,2022-07-29 11:37:34,0.3.0,8.0,typedb-ml,,,,,,,https://pypi.org/project/typedb-ml,36.0,39.0,,,,,,,,3.0,,251.0,typedb/typedb-ml,,,,,,,,,,
