,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,snap_id
587,gmaps,pbugnion/gmaps,geospatial-data,,https://github.com/pbugnion/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2023-06-16 13:23:14.332000,2019-07-22 06:22:45,1380.0,,146.0,25.0,154.0,74.0,137.0,760.0,Google maps for Jupyter notebooks.,16.0,20,False,2016-01-02 19:06:03,0.2,20.0,gmaps,conda-forge/gmaps,,,['jupyter'],3.0,3.0,https://pypi.org/project/gmaps,4545.0,9704.0,https://anaconda.org/conda-forge/gmaps,2023-06-16 13:23:14.332,309567.0,,,,,3.0,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1241.0,,,,,,,
588,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,105.0,30.0,1.0,13.0,3.0,630.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,20,True,2020-02-19 02:11:55,V0.1.0,1.0,combo,,,,"['sklearn', 'xgboost']",592.0,592.0,https://pypi.org/project/combo,93773.0,93773.0,,,,,,,,3.0,,,,,,,,,,,,,
589,detecto,alankbi/detecto,pytorch-utils,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2023-07-28 19:05:13.000000,2022-02-09 16:35:40,142.0,,105.0,24.0,25.0,43.0,61.0,604.0,Build fully-functioning computer vision models with PyTorch.,12.0,20,False,2022-02-02 00:22:07,1.2.2,12.0,detecto,conda-forge/detecto,,,['pytorch'],153.0,153.0,https://pypi.org/project/detecto,2115.0,2228.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,3408.0,,,,,3.0,,,,,,,,,,,,,
590,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2023-12-06 16:56:48.000000,2023-08-20 23:36:18,861.0,,99.0,44.0,70.0,42.0,23.0,585.0,Bias and Fairness Audit Toolkit.,18.0,20,True,,,,aequitas,,,,,145.0,145.0,https://pypi.org/project/aequitas,1329.0,1329.0,,,,,,,,3.0,,,,,,,,,,,,,
591,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2023-07-09 16:15:44.000000,2023-07-09 16:09:49,767.0,,62.0,18.0,111.0,8.0,48.0,554.0,A simplified framework and utilities for PyTorch.,20.0,20,True,2023-07-09 16:15:44,1.17.1,37.0,poutyne,,,,['pytorch'],127.0,127.0,https://pypi.org/project/poutyne,4184.0,4184.0,,,,,,,,3.0,,,,,,,,,,,,,
592,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2023-12-05 18:45:44.000000,2023-10-04 12:31:54,297.0,4.0,94.0,15.0,51.0,10.0,15.0,540.0,A library of metrics for evaluating recommender systems.,20.0,20,True,2022-04-26 18:03:18,0.1.5,1.0,recmetrics,,,,,47.0,47.0,https://pypi.org/project/recmetrics,10735.0,10735.0,,,,,,,,3.0,5.0,,,,,,,,,,,,
593,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2023-06-16 16:14:43.440000,2021-12-19 09:41:43,133.0,,52.0,11.0,20.0,11.0,37.0,505.0,Joyplots in Python with matplotlib & pandas.,6.0,20,False,,,5.0,joypy,conda-forge/joypy,,,,323.0,323.0,https://pypi.org/project/joypy,12902.0,13311.0,https://anaconda.org/conda-forge/joypy,2023-06-16 16:14:43.440,23330.0,,,,,3.0,,,,,,,,,,,,,
594,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2023-11-19 22:18:19.000000,2023-11-15 13:01:50,447.0,1.0,53.0,26.0,7.0,11.0,32.0,503.0,Active Learning for Text Classification in Python.,4.0,20,True,2023-08-19 18:16:36,1.3.2,12.0,small-text,conda-forge/small-text,,,"['sklearn', 'pytorch']",24.0,24.0,https://pypi.org/project/small-text,785.0,1073.0,https://anaconda.org/conda-forge/small-text,2023-08-19 18:38:17.816,4907.0,,,,,3.0,,,,,,,,,,,,,
595,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,,79.0,20.0,247.0,7.0,23.0,392.0,A toolkit that streamlines and automates the generation of model cards.,22.0,20,True,2023-04-03 17:58:08,2.0.0,9.0,model-card-toolkit,,,,,22.0,22.0,https://pypi.org/project/model-card-toolkit,2320.0,2320.0,,,,,,,,3.0,14.0,,,,,,,,,,,,
596,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2023-11-17 08:50:12.000000,2023-11-17 08:50:12,72.0,5.0,57.0,8.0,10.0,4.0,18.0,351.0,TextAugment: Text Augmentation Library.,8.0,20,True,2023-11-16 20:54:10,2.0.0,9.0,textaugment,,,,,70.0,70.0,https://pypi.org/project/textaugment,4763.0,4764.0,,,,,,,,3.0,63.0,,,,,,,,,,,,
597,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2023-10-05 14:57:15.000000,2023-10-05 14:57:15,219.0,2.0,53.0,14.0,196.0,13.0,184.0,288.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",13.0,20,True,,,12.0,pystan,conda-forge/pystan,,,,,,https://pypi.org/project/pystan,1590865.0,1625204.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2781503.0,,,,,3.0,,,,,,,,,,,,,
598,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/hex-inc/vegafusion,https://github.com/hex-inc/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2023-12-05 23:57:04.000000,2023-12-05 23:57:04,616.0,23.0,9.0,21.0,300.0,40.0,73.0,277.0,Serverside scaling for Vega and Altair visualizations.,3.0,20,True,2023-11-16 22:52:20,1.4.4,55.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,,,https://pypi.org/project/vegafusion-jupyter,1049.0,5902.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2023-11-20 17:43:11.145,83221.0,,,,,3.0,4938.0,,hex-inc/vegafusion,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,677.0,,,,,,,
599,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2023-12-04 13:11:50.000000,2023-12-04 13:11:50,418.0,23.0,72.0,23.0,431.0,16.0,51.0,261.0,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,31.0,20,True,2022-06-03 15:51:13,0.2.0,23.0,pipeline-dp,,,,,1.0,1.0,https://pypi.org/project/pipeline-dp,181.0,181.0,,,,,,,,3.0,,,,,,,,,,,,,
600,Sklearn-genetic-opt,rodrigo-arenas/Sklearn-genetic-opt,hyperopt,,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,MIT,2020-01-18 19:16:48.000,2023-10-06 13:55:17.000000,2023-10-06 13:55:16,480.0,4.0,63.0,4.0,86.0,3.0,56.0,248.0,"ML hyperparameters tuning and features selection, using evolutionary algorithms.",12.0,20,True,2023-03-15 01:37:40,0.10.1,16.0,sklearn-genetic-opt,,,,,40.0,40.0,https://pypi.org/project/sklearn-genetic-opt,1717.0,1717.0,,,,,,,,3.0,,,,,,,,,,,,,
601,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2023-10-31 23:55:05.000000,2023-01-26 17:04:18,400.0,,100.0,19.0,387.0,66.0,86.0,248.0,An open-source toolkit for large-scale genomic analysis.,24.0,20,True,2022-04-21 00:32:28,1.2.1,15.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,32882.0,32992.0,https://anaconda.org/conda-forge/glow,2023-06-16 19:24:57.965,3756.0,,,,,3.0,,,,,,,,,,,,,
602,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2023-12-02 13:39:03.000000,2023-07-02 18:02:16,1462.0,,45.0,14.0,156.0,18.0,62.0,229.0,Python Implementation and Extension of RDF2Vec.,7.0,20,True,2021-06-09 10:55:19,0.2.3,6.0,pyrdf2vec,,,,,36.0,36.0,https://pypi.org/project/pyrdf2vec,209.0,209.0,,,,,,,,3.0,,,,,,,,,,,,,
603,Machine-Learning-Tutorials,ujjwalkarn/Machine-Learning-Tutorials,data-science,,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,https://github.com/ujjwalkarn/Machine-Learning-Tutorials,CC0-1.0,2015-09-12 14:51:38.000,2023-08-14 21:22:24.000000,2021-10-04 07:54:52,308.0,,3092.0,798.0,82.0,8.0,3.0,14273.0,"machine learning and deep learning tutorials, articles and other resources.",34.0,19,False,,,,,,,,,20.0,20.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
604,Awesome-LLM,Hannibal046/Awesome-LLM,data-science,,https://github.com/Hannibal046/Awesome-LLM,https://github.com/Hannibal046/Awesome-LLM,CC0-1.0,2023-02-17 14:12:21.000,2023-12-05 13:41:55.000000,2023-11-20 05:53:10,340.0,44.0,737.0,261.0,75.0,2.0,18.0,10037.0,Awesome-LLM: a curated list of Large Language Model.,58.0,19,True,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
605,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-10-19 02:22:22.000000,2023-10-19 02:11:57,190.0,1.0,1094.0,99.0,47.0,362.0,278.0,6037.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,31.0,19,True,,,,pyslowfast,,,,['pytorch'],15.0,15.0,https://pypi.org/project/pyslowfast,17.0,17.0,,,,,,,,3.0,,,,,,,,,,,,,
606,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,,469.0,87.0,180.0,104.0,161.0,3525.0,A high performance and generic framework for distributed DNN training.,21.0,19,False,2020-02-19 23:44:20,0.2,1.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,82.0,106.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1319.0,3.0,,,,,,,,,,,,,
607,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,323.0,74.0,2.0,18.0,7.0,2898.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,19,False,2019-03-06 16:44:42,0.0.5,1.0,adabound,,,,['pytorch'],184.0,184.0,https://pypi.org/project/adabound,1575.0,1575.0,,,,,,,,3.0,,,,,,,,,,,,,
608,t5x,google-research/t5x,nlp,,https://github.com/google-research/t5x,https://github.com/google-research/t5x,Apache-2.0,2021-11-01 19:37:39.000,2023-12-07 17:30:46.000000,2023-12-07 16:56:30,1012.0,36.0,252.0,35.0,1269.0,74.0,49.0,2203.0,,105.0,19,False,,,,,,,,['tensorflow'],29.0,29.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
609,orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,,2020-01-07 18:20:37.000,2023-09-26 02:48:51.000000,2023-09-26 02:48:50,872.0,1.0,128.0,33.0,407.0,65.0,326.0,1757.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,19,True,2023-01-29 22:05:17,1.1.4.2,23.0,orbit-ml,conda-forge/orbit-ml,,,,42.0,42.0,https://pypi.org/project/orbit-ml,28930.0,29130.0,https://anaconda.org/conda-forge/orbit-ml,2023-06-18 08:40:35.691,4602.0,,,,,3.0,,,,,,,,,,,,,
610,benchmark_VAE,clementchadebec/benchmark_VAE,pytorch-utils,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2023-10-22 18:43:46.000000,2023-10-22 18:43:46,368.0,9.0,138.0,18.0,68.0,15.0,32.0,1558.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,15.0,19,True,2023-09-06 15:43:22,0.1.2,11.0,,,,,['pytorch'],17.0,17.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
611,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,,216.0,66.0,29.0,26.0,12.0,1132.0,Anomaly Detection and Correlation library.,9.0,19,True,,,,luminol,,,,,76.0,76.0,https://pypi.org/project/luminol,6238.0,6238.0,,,,,,,,3.0,,,,,,,,,,,,,
612,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:33:32.000000,2022-02-02 20:33:18,124.0,,139.0,17.0,11.0,41.0,43.0,1012.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,19,False,2022-02-02 20:33:33,1.1.4,80.0,performer-pytorch,,,,['pytorch'],105.0,105.0,https://pypi.org/project/performer-pytorch,5915.0,5915.0,,,,,,,,3.0,,,,,,,,,,,,,
613,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2023-11-05 18:48:57.000000,2023-11-05 18:48:57,429.0,2.0,182.0,62.0,7.0,13.0,29.0,984.0,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",5.0,19,True,2020-08-29 18:48:20,2.5.0,11.0,alphapy,,,,,4.0,4.0,https://pypi.org/project/alphapy,150.0,150.0,,,,,,,,3.0,,,,,,,,,,,,,
614,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2023-09-12 16:10:40.000000,2020-04-17 02:27:44,79.0,,125.0,26.0,74.0,42.0,36.0,981.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,19,False,2020-04-17 02:17:35,0.6.2,12.0,adtk,conda-forge/adtk,,,,,,https://pypi.org/project/adtk,247949.0,248119.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,7672.0,,,,,3.0,,,,,,,,,,,,,
615,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2023-06-16 13:21:24.079000,2022-12-12 08:52:31,580.0,,288.0,95.0,120.0,57.0,95.0,967.0,"Machine learning, statistics, and data mining for astronomy and astrophysics.",30.0,19,True,,,6.0,astroML,conda-forge/astroml,,,['sklearn'],,,https://pypi.org/project/astroML,929.0,1477.0,https://anaconda.org/conda-forge/astroml,2023-06-16 13:21:24.079,41693.0,,,,,3.0,,,,,,,,,,,,,
616,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,133.0,36.0,16.0,8.0,3.0,921.0,Nudity detection with Python.,12.0,19,False,,,,nudepy,,,,,3568.0,3568.0,https://pypi.org/project/nudepy,1434.0,1434.0,,,,,,,,3.0,,,,,,,,,,,,,
617,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2023-07-24 18:18:54.000000,2022-05-13 18:48:12,83.0,,176.0,24.0,58.0,9.0,27.0,909.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",16.0,19,False,,,,saliency,,,,['tensorflow'],71.0,71.0,https://pypi.org/project/saliency,3267.0,3267.0,,,,,,,,3.0,,,,,,,,,,,,,
618,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,74.0,26.0,37.0,23.0,21.0,734.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,19,False,2019-06-29 19:21:43,0.64,3.0,test_tube,,,,,,,https://pypi.org/project/test_tube,88687.0,88687.0,,,,,,,,3.0,18.0,,,,,,,,,,,,
619,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2023-10-03 19:59:49.000000,2023-08-29 06:49:30,294.0,,58.0,24.0,47.0,10.0,17.0,718.0,EvoJAX: Hardware-accelerated Neuroevolution.,14.0,19,True,,,19.0,evojax,conda-forge/evojax,,,['jax'],16.0,16.0,https://pypi.org/project/evojax,718.0,1714.0,https://anaconda.org/conda-forge/evojax,2023-08-29 10:08:55.843,21929.0,,,,,3.0,,,,,,,,,,,,,
620,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2023-11-30 08:29:05.000000,2023-10-26 19:25:33,460.0,9.0,96.0,23.0,86.0,10.0,94.0,634.0,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",26.0,19,True,,,,tinytag,,,,,,,https://pypi.org/project/tinytag,23670.0,23670.0,,,,,,,,3.0,,,,,,,,,,,,,
621,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2023-06-16 16:12:33.889000,2022-06-08 03:46:02,305.0,,104.0,10.0,14.0,5.0,16.0,564.0,Make Waffle Charts in Python.,6.0,19,False,,,5.0,pywaffle,conda-forge/pywaffle,,,,300.0,300.0,https://pypi.org/project/pywaffle,4090.0,4276.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,11199.0,,,,,3.0,,,,,,,,,,,,,
622,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000000,2023-06-27 16:54:13,266.0,,72.0,39.0,17.0,13.0,22.0,557.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,20.0,19,True,2020-10-16 03:43:47,0.1.7,4.0,n2,,,,,31.0,31.0,https://pypi.org/project/n2,286.0,286.0,,,,,,,,3.0,,,,,,,,,,,,,
623,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2023-10-04 01:35:07.000000,2023-09-04 05:41:43,372.0,,95.0,28.0,21.0,36.0,12.0,466.0,A python library for Bayesian time series modeling.,6.0,19,True,2023-05-07 06:30:08,0.1.1.12,1.0,pydlm,,,,,32.0,32.0,https://pypi.org/project/pydlm,24584.0,24584.0,,,,,,,,3.0,,,,,,,,,,,,,
624,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2023-08-12 16:28:59.000000,2023-08-12 16:28:59,266.0,,104.0,20.0,56.0,27.0,20.0,461.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,7.0,19,True,2023-03-15 20:10:41,0.4.4,7.0,rrcf,,,,,57.0,57.0,https://pypi.org/project/rrcf,3158.0,3158.0,,,,,,,,3.0,,,,,,,,,,,,,
625,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2023-11-13 20:22:49.000000,2023-08-16 21:27:14,316.0,,74.0,26.0,326.0,6.0,9.0,325.0,Tensorflows Fairness Evaluation and Visualization Toolkit.,33.0,19,True,2023-05-03 22:54:39,0.44.0,23.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,1918.0,1918.0,,,,,,,,3.0,,,,,,,,,,,,,
626,ivis,beringresearch/ivis,ml-frameworks,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2023-11-09 23:19:49.000000,2023-11-09 23:18:48,634.0,11.0,41.0,13.0,63.0,3.0,56.0,304.0,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,19,True,2023-01-11 12:25:50,2.09,35.0,ivis,,,,,31.0,31.0,https://pypi.org/project/ivis,197.0,197.0,,,,,,,,3.0,,,,,,,,,,,,,
627,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000000,2023-01-12 19:54:10,143.0,,875.0,109.0,51.0,45.0,159.0,6152.0,Model parallel transformers in JAX and Haiku.,23.0,18,True,,,,,,,,['jax'],20.0,20.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
628,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,313.0,60.0,242.0,173.0,109.0,2992.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,17.0,18,True,2022-11-02 09:30:27,3.0.1,13.0,lightseq,,,,,,,https://pypi.org/project/lightseq,1222.0,1236.0,,,,,,,,3.0,672.0,,,,,,,,,,,,
629,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2023-06-16 13:22:46.522000,2020-02-09 21:03:48,299.0,,415.0,108.0,83.0,62.0,48.0,2919.0,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,109.0,https://anaconda.org/maciejkula/spotlight,2023-06-16 13:22:46.522,8538.0,,,,,3.0,,,,,,,,,,,,,
630,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2023-11-15 17:32:00.000000,2023-11-15 17:31:54,640.0,37.0,353.0,37.0,758.0,94.0,106.0,2649.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,74.0,18,True,,,,,,,,['jax'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,
631,awesome-python-data-science,krzjoa/awesome-python-data-science,data-science,,https://github.com/krzjoa/awesome-python-data-science,https://github.com/krzjoa/awesome-python-data-science,CC-BY-4.0,2017-12-21 10:17:53.000,2023-10-30 13:35:16.000000,2023-10-30 13:35:16,481.0,48.0,280.0,55.0,49.0,,4.0,2149.0,Probably the best curated list of data science software in Python.,31.0,18,True,,,,,,,,,8.0,8.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
632,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,96.0,41.0,13.0,13.0,9.0,1264.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,18,False,,,,doc2text,,,,,108.0,108.0,https://pypi.org/project/doc2text,3621.0,3621.0,,,,,,,,3.0,,,,,,,,,,,,,
633,PDPbox,SauceCat/PDPbox,interpretability,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2023-06-10 14:57:37.569000,2023-06-05 01:35:02,228.0,,127.0,17.0,24.0,27.0,39.0,792.0,python partial dependence plot toolbox.,7.0,18,True,2023-06-05 02:44:20,0.3.0,3.0,pdpbox,conda-forge/pdpbox,,,,,,https://pypi.org/project/pdpbox,24894.0,25262.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,19554.0,,,,,3.0,,,,,,,,,,,,,
